"ESOLMET-CIE | Temixco, Mor.; Longitud:99º14';  Latitud:18º51';  Altitud:1219 msnm;  ",,,,,,,,
,Irradiancia,,,,,,,
Fecha,Directa,Global,Difusa,UV,Temperatura,Humedad,Viento Vel.,Presiòn Bar.
aaaa/mm/dd hh:mm:ss,W/m^2,W/m^2,W/m^2,W/m^2,ºC,%,m/s,mbar
,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
03/06/2019 11:40,137.5,559.2,328.7,0,25.76,60.88,0.748,875.1013
03/06/2019 11:50,46.84,514.3,379,0,27.08,59.04,0.271,875.0676
03/06/2019 12:00,120.6,721.1,483.6,0,26.96,62.38,1.257,875.0175
03/06/2019 12:10,598.1,1168,452.2,0,27.37,55.43,0.517,874.8956
03/06/2019 12:20,758.3,1181,336.9,0,28.59,57.37,2.399,874.9561
03/06/2019 12:30,291.9,754.1,369,0,28.54,55.29,1.507,874.827
03/06/2019 12:40,439.4,1054,469.8,0,28.54,52.3,1.178,874.5731
03/06/2019 12:50,171.1,789.1,479.1,0,28.76,53.66,1.416,874.5591
03/06/2019 13:00,29.02,551.4,433.4,0,28.36,54.17,1.299,874.3162
03/06/2019 13:10,19.02,592.6,471.8,0,28.69,50.01,0.644,874.2043
03/06/2019 13:20,153.1,871,548.3,0,29.8,50.46,0.816,874.0457
03/06/2019 13:30,94.1,816,537.9,0,29.82,51.27,1.296,873.9349
03/06/2019 13:40,22.36,573.8,439.9,0,29.69,49.47,1.394,873.7538
03/06/2019 13:50,145.4,677.8,356.3,0,30.01,51.14,1.285,873.5414
03/06/2019 14:00,455.3,845,320.3,0,29.8,51.54,2.572,873.3263
03/06/2019 14:10,278.9,589,256.2,0,28.66,52.77,2.032,873.1001
03/06/2019 14:20,569.6,918,298.5,0,29.7,51.65,2.344,872.8843
03/06/2019 14:30,211.7,651.1,356.6,0,28.89,52.29,2.185,872.7028
03/06/2019 14:40,241.8,697.5,400.7,0,29.5,48.55,2.075,872.5839
03/06/2019 14:50,15.01,456.3,375.7,0,29.24,48.41,1.381,872.5344
03/06/2019 15:00,13.9,491.4,395.2,0,29.48,47.7,1.913,872.4431
03/06/2019 15:10,4.63,449,371.9,0,29.57,48.28,2.416,872.3928
03/06/2019 15:20,227.1,626.9,353.3,0,28.92,47.15,3.104,872.2676
03/06/2019 15:30,154.3,505.2,296.8,0,29.1,46.67,2.308,872.0928
03/06/2019 15:40,375.8,709.9,336.9,0,30.18,43.23,1.963,871.9402
03/06/2019 15:50,73.79,531,391.5,0,30.1,42.38,1.313,871.965
03/06/2019 16:00,274.6,618,340.9,0,30.54,41.87,2.025,871.8122
03/06/2019 16:10,25.6,341.6,272.3,0,30.59,41.26,1.679,871.8275
03/06/2019 16:20,0.302,241.5,211.9,0,30.75,42.14,0.528,871.6122
03/06/2019 16:30,0.014,254.5,220.8,0,29.55,45.07,2.523,871.5053
03/06/2019 16:40,0.056,256.9,222.3,0,29.4,47.97,2.347,871.4597
03/06/2019 16:50,154.6,349.5,215.8,0,29.06,47.63,2.372,871.3173
03/06/2019 17:00,1.475,176.6,145.3,0,29.08,47.53,1.849,871.2347
03/06/2019 17:10,0.006,107.9,94,0,29,48.69,1.852,871.2477
03/06/2019 17:20,0,69.43,60.32,0,28.46,55.94,2.986,871.4335
03/06/2019 17:30,0,46.68,38.56,0,27.25,60.47,4.743,871.5011
03/06/2019 17:40,0,40.96,34.79,0,26.7,62.48,4.827,871.4153
03/06/2019 17:50,0,34.59,29.5,0,26.17,62.93,3.837,871.2631
03/06/2019 18:00,0,27.96,23.64,0,25.9,65.45,4.181,871.3661
03/06/2019 18:10,0,23.78,19.83,0,25.43,66.2,4.237,871.6085
03/06/2019 18:20,0.001,23.85,20.21,0,25.41,66.03,4.092,871.573
03/06/2019 18:30,0.012,24.1,20.84,0,25.5,66.04,3.932,871.5734
03/06/2019 18:40,0,18.56,15.99,0,25.39,66.75,4.107,871.7607
03/06/2019 18:50,0,12.6,10.7,0,25.29,67.57,3.717,871.7631
03/06/2019 19:00,0.003,4.114,3.514,0,25.23,66.92,3.694,871.9402
03/06/2019 19:10,0.039,1.421,1.331,0,25.32,65.66,3.258,872.0859
03/06/2019 19:20,0.106,0.122,0.192,0,25.47,64.4,2.875,872.103
03/06/2019 19:30,0.054,0,0,0,25.51,64.34,2.834,872.2186
03/06/2019 19:40,0.068,0,0,0,25.57,64.03,2.29,872.2881
03/06/2019 19:50,0.007,0,0,0,25.58,65.12,1.599,872.3193
03/06/2019 20:00,0.245,0,0,0,25.61,65.67,0.79,872.4984
03/06/2019 20:10,0.388,0,0,0,25.58,64.78,1.332,872.7346
03/06/2019 20:20,0.249,0.109,0,0,25.81,67.98,1.836,872.8605
03/06/2019 20:30,0,10.5,1.18,0,22.96,85.5,3.904,873.0478
03/06/2019 20:40,0.203,0.463,0.559,0,21.06,93,2.299,873.362
03/06/2019 20:50,0.182,0.109,0.359,0,20.78,92.9,1.821,873.8403
03/06/2019 21:00,0.393,0,0.359,0,21.14,92.9,2.324,873.9644
03/06/2019 21:10,0.393,0,0.359,0,21.43,93.9,2.97,874.243
03/06/2019 21:20,0.198,0.195,0.359,0,21.55,93.8,3,874.4231
03/06/2019 21:30,0,0.385,0.359,0,21.46,94.7,3.077,874.6851
03/06/2019 21:40,0.001,0.384,0.359,0,21.38,95.2,2.653,875.0284
03/06/2019 21:50,0,0.384,0.359,0,21.27,95.2,2.013,875.2817
03/06/2019 22:00,0,0.334,0.213,0,21.13,95.6,1.211,875.4451
03/06/2019 22:10,0.031,0.327,0.233,0,21.1,96.8,2.635,875.6255
03/06/2019 22:20,0,0.385,0.359,0,20.73,97.6,2.781,875.8623
03/06/2019 22:30,0.001,0.368,0.359,0,20.73,98,1.507,875.9769
03/06/2019 22:40,0.027,0.29,0.359,0,20.86,98.1,0.263,876.0752
03/06/2019 22:50,0.006,0.249,0.197,0,20.87,98.1,1.313,876.4023
03/06/2019 23:00,0,0.321,0,0,20.51,99,1.224,876.4668
03/06/2019 23:10,0.003,0.088,0.001,0,20.28,99.8,0.738,876.1893
03/06/2019 23:20,0.013,0.024,0,0,20.28,99.9,0.42,876.2053
03/06/2019 23:30,0,0.273,0,0,19.97,100,0.989,876.2798
03/06/2019 23:40,0.009,0.033,0,0,19.97,100,0.492,876.3041
03/06/2019 23:50,0.06,0,0,0,20.18,100,0.305,876.4592
04/06/2019 00:00,0.007,0.035,0,0,20.17,100,0.775,876.4345
04/06/2019 00:10,0.041,0,0.002,0,20.24,100,0.238,876.4674
04/06/2019 00:20,0.036,0,0.009,0,20.31,100,0.006,876.5165
04/06/2019 00:30,0.064,0,0.198,0,20.42,100,0.712,876.5244
04/06/2019 00:40,0.009,0.149,0.024,0,20.42,100,1.336,876.4022
04/06/2019 00:50,0.02,0.091,0.001,0,20.41,100,2.034,876.459
04/06/2019 01:00,0.007,0.483,0.189,0,20.26,99.8,2.307,876.2543
04/06/2019 01:10,0.011,0.174,0.023,0,20.27,99.6,2.07,876.1234
04/06/2019 01:20,0.005,0.013,0,0,20.22,99.6,1.659,876.0584
04/06/2019 01:30,0.016,0.191,0.083,0,20.18,99.6,2.006,875.9437
04/06/2019 01:40,0.005,0.236,0.359,0,20.18,99.4,1.586,875.9114
04/06/2019 01:50,0.001,0.138,0.359,0,20.21,99.5,1.379,875.8536
04/06/2019 02:00,0,0.206,0.257,0,20.22,99.3,1.41,875.7556
04/06/2019 02:10,0,0.38,0,0,20,99.1,2.091,875.633
04/06/2019 02:20,0.005,0.193,0,0,19.98,98.9,1.188,875.5349
04/06/2019 02:30,0,0.238,0,0,19.9,98.4,0.284,875.5103
04/06/2019 02:40,0,0,0,0,19.97,98.3,0,875.3958
04/06/2019 02:50,0,0.012,0,0,19.98,98.1,0.152,875.2648
04/06/2019 03:00,0,0.066,0,0,19.82,97.8,0,875.2405
04/06/2019 03:10,0,0.049,0,0,19.81,98.3,0.005,875.2076
04/06/2019 03:20,0,0,0,0,19.83,98.1,0,875.1833
04/06/2019 03:30,0.001,0,0,0,19.69,97.9,0,874.9869
04/06/2019 03:40,0,0,0,0,19.61,98.3,0.818,875.0035
04/06/2019 03:50,0.01,0.015,0,0,19.53,98.7,0.964,874.9379
04/06/2019 04:00,0.01,0.043,0,0,19.42,98.9,1.069,874.9623
04/06/2019 04:10,0.023,0.001,0,0,19.43,99.1,0.706,875.028
04/06/2019 04:20,0.015,0,0,0,19.43,99.1,0.367,875.0687
04/06/2019 04:30,0.022,0,0,0,19.47,99,0.173,875.118
04/06/2019 04:40,0.051,0,0,0,19.63,99.1,0.008,875.0687
04/06/2019 04:50,0.009,0.064,0,0,19.61,98.6,0.041,875.1016
04/06/2019 05:00,0.033,0,0,0,19.66,98,0.005,875.1591
04/06/2019 05:10,0.061,0,0.001,0,19.73,98.4,0,875.2569
04/06/2019 05:20,0.066,0,0.001,0,19.83,98.9,0.118,875.2405
04/06/2019 05:30,0.02,0,0,0,19.8,98.6,0.529,875.3227
04/06/2019 05:40,0.01,0.013,0,0,19.66,98.5,0.366,875.486
04/06/2019 05:50,0.024,0,0,0,19.56,98.3,0.106,875.5924
04/06/2019 06:00,0.022,0.437,0.284,0,19.51,98.1,0,875.6989
04/06/2019 06:10,0.057,2.415,2.217,0,19.63,98,0.038,875.8623
04/06/2019 06:20,0.064,7.333,6.528,0,19.75,97.9,0.082,875.8868
04/06/2019 06:30,0.066,15.18,13.24,0,19.9,97.6,0,875.9848
04/06/2019 06:40,0.066,26.12,22.72,0,19.96,97.3,0.032,876.0423
04/06/2019 06:50,0.066,35.66,30.86,0,20,97.4,0,876.2385
04/06/2019 07:00,0.112,45.69,39.22,0,20.1,96.9,0,876.3532
04/06/2019 07:10,0.066,55.46,47.17,0,20.19,96.8,0,876.5002
04/06/2019 07:20,0.067,53.52,45.67,0,20.25,96.5,0,876.5575
04/06/2019 07:30,0.154,66.02,56.05,0,20.33,96.2,0.129,876.6473
04/06/2019 07:40,0.123,68.5,58.62,0,20.43,96.4,0.063,876.7375
04/06/2019 07:50,0.057,61.96,53.42,0,20.48,96.6,0.551,876.8765
04/06/2019 08:00,0.066,65.33,56.07,0,20.48,96.5,0.405,876.9096
04/06/2019 08:10,0.102,82.7,71.01,0,20.49,96.3,0.322,877.0884
04/06/2019 08:20,0.212,96.4,82.2,0,20.46,96.2,0.843,877.1633
04/06/2019 08:30,0.216,122,104.6,0,20.52,95.5,1.643,877.2932
04/06/2019 08:40,0.087,116,99.6,0,20.51,95.2,1.406,877.2605
04/06/2019 08:50,0.027,79.77,68.82,0,20.57,95.3,1.134,877.3259
04/06/2019 09:00,0.008,65.94,56.51,0,20.63,95.3,1.24,877.327
04/06/2019 09:10,0.222,132.9,112.7,0,20.7,96.2,1.072,877.4813
04/06/2019 09:20,0.394,194.4,164.6,0,20.86,95.8,0.901,877.5307
04/06/2019 09:30,0.313,226,192,0,20.8,95.5,1.684,877.5797
04/06/2019 09:40,0.302,226.9,194.6,0,20.93,95.1,1.416,877.522
04/06/2019 09:50,0.138,192.1,165.4,0,21.02,94.8,1.521,877.3918
04/06/2019 10:00,0.268,186.6,163.5,0,21.03,95.1,1.458,877.5149
04/06/2019 10:10,0.384,210.9,180.9,0,21.12,94,1.594,877.5627
04/06/2019 10:20,0.086,127.4,109.1,0,21.07,94.5,2.024,877.5471
04/06/2019 10:30,0.117,141.2,119.6,0,20.77,95.7,2.544,877.4732
04/06/2019 10:40,0.275,227,191.1,0,20.85,95.6,2.068,877.5224
04/06/2019 10:50,0.159,251.5,213,0,20.7,96,2.351,877.4811
04/06/2019 11:00,0.141,209.9,179.4,0,20.66,95.9,2.334,877.4578
04/06/2019 11:10,0.068,186.3,158.9,0,20.52,93.5,2.055,877.5798
04/06/2019 11:20,0.071,113.3,95.1,0,20.49,94.4,1.094,877.7509
04/06/2019 11:30,0.034,81.9,69.8,0,20.33,96,1.685,877.514
04/06/2019 11:40,0.289,124.5,107.4,0,20.45,96.4,1.233,877.4901
04/06/2019 11:50,0.117,114.5,97.9,0,20.35,96.7,1.515,877.6284
04/06/2019 12:00,0.111,106.7,91.3,0,20.29,97.1,0.521,877.4413
04/06/2019 12:10,0.129,102,87.4,0,20.22,97.8,0.42,877.4313
04/06/2019 12:20,0.266,103.3,88.6,0,20.37,98,0.171,877.2864
04/06/2019 12:30,0.216,118.2,101.7,0,20.52,97.7,0.345,877.3495
04/06/2019 12:40,0.294,134,115.4,0,20.48,97.3,0.225,877.2042
04/06/2019 12:50,0.371,136.9,120.7,0,20.88,96.3,0,877.0801
04/06/2019 13:00,0.292,128.1,110.5,0,21.09,94.9,0.453,876.9331
04/06/2019 13:10,0.124,138.4,118.6,0,20.8,95.8,0.678,876.9251
04/06/2019 13:20,0.336,177.4,153.3,0,20.92,96.5,0.574,876.8192
04/06/2019 13:30,0.445,249.7,212.8,0,21.06,95.7,0.676,876.639
04/06/2019 13:40,11.69,358.6,284.4,0,21.57,95.3,0.411,876.5651
04/06/2019 13:50,12.68,398.8,307.4,0,21.84,92.9,0.324,876.2706
04/06/2019 14:00,2.995,384.3,320.1,0,21.72,95.2,0.9,875.9437
04/06/2019 14:10,18.5,504.7,399.3,0,22.33,92.3,1.089,875.7068
04/06/2019 14:20,17.34,554.9,436.4,0,22.44,92.5,1.358,875.4764
04/06/2019 14:30,1.593,470.9,392.3,0,22.74,88.7,1.124,875.3796
04/06/2019 14:40,0.28,419.2,361.6,0,22.93,85.3,1.224,875.4528
04/06/2019 14:50,0.381,376.9,327,0,23.18,86.1,1.104,875.167
04/06/2019 15:00,0.064,330.6,289,0,23.2,84.9,0.917,875.2307
04/06/2019 15:10,0.037,286.7,252.9,0,23.25,83.6,1.211,875.0369
04/06/2019 15:20,0.212,305.5,267.2,0,23.59,81.6,0.643,874.9761
04/06/2019 15:30,0.42,324.5,281.6,0,23.8,84.2,0.373,874.7224
04/06/2019 15:40,0.681,336.2,292.2,0,24.3,82.4,0.414,874.8375
04/06/2019 15:50,0.308,344,298.3,0,24.38,79.19,0.48,874.7758
04/06/2019 16:00,0.079,316.4,271,0,23.82,82.3,0.798,874.5662
04/06/2019 16:10,0.087,246,212.4,0,24.06,79.63,0.435,874.5249
04/06/2019 16:20,0.066,203.1,177.5,0,24.41,78.54,0.155,874.5477
04/06/2019 16:30,0.057,185,161.4,0,24.18,78.78,0.482,874.6057
04/06/2019 16:40,0.045,139.9,123.1,0,23.78,80.7,0.506,874.5587
04/06/2019 16:50,0.043,118.9,104,0,23.54,79.87,0.398,874.3469
04/06/2019 17:00,0.066,103.1,90.6,0,23.68,78.75,0.027,874.2936
04/06/2019 17:10,0.066,89.9,78.9,0,23.61,83.2,0.581,874.1674
04/06/2019 17:20,0.198,75.12,67.19,0,23.46,80.6,0.203,874.3321
04/06/2019 17:30,0.315,65.25,58.07,0,23.55,80.4,0.021,874.3325
04/06/2019 17:40,0.391,57.56,50.33,0,23.68,79.43,0,874.4169
04/06/2019 17:50,0.283,50.56,44.31,0,23.52,80.6,0.537,874.4119
04/06/2019 18:00,0.092,36.81,32.64,0,23.56,81,0.126,874.6257
04/06/2019 18:10,0.066,28.6,24.78,0,23.49,77.83,0.051,874.7861
04/06/2019 18:20,0.071,20.53,17.8,0,23.47,79.43,0.017,874.7928
04/06/2019 18:30,0.066,13.27,11.71,0,23.45,80.8,0.077,874.9041
04/06/2019 18:40,0.03,11.46,9.35,0,23.23,85,0.574,875.084
04/06/2019 18:50,0.007,9.22,5.911,0,22.66,90.5,0.947,875.0157
04/06/2019 19:00,0.064,7.543,5.535,0,22.16,88.9,0.384,874.8628
04/06/2019 19:10,0.089,1.3,0.641,0,22.16,87.7,0.146,875.0602
04/06/2019 19:20,0.355,0,0,0,22.2,91.5,1.213,875.1509
04/06/2019 19:30,0.03,0.43,0,0,21.48,94.4,3.649,875.2816
04/06/2019 19:40,0.015,1.426,0,0,20.16,96.1,5.236,875.421
04/06/2019 19:50,0.066,0.747,0.001,0,19.39,98.4,3,875.7318
04/06/2019 20:00,0.075,0.104,0,0,19.2,99.4,0.855,876.149
04/06/2019 20:10,0.069,0.115,0.001,0,19.11,99.8,1.144,876.3696
04/06/2019 20:20,0.081,0.036,0,0,19.08,100,1.087,876.4593
04/06/2019 20:30,0.099,0.051,0,0,19.07,100,0.532,876.6063
04/06/2019 20:40,0.097,0,0.011,0,19.25,100,0.746,876.7952
04/06/2019 20:50,0.068,0.045,0,0,19.21,100,1.485,876.8104
04/06/2019 21:00,0.064,0.174,0,0,19.09,100,1.538,876.8113
04/06/2019 21:10,0.066,0.014,0,0,19.09,100,1.59,876.8845
04/06/2019 21:20,0.066,0.005,0,0,19.06,100,1.456,877.0072
04/06/2019 21:30,0.066,0,0,0,19.15,100,0.991,876.9745
04/06/2019 21:40,0.066,0,0,0,19.18,100,0.885,876.983
04/06/2019 21:50,0.066,0,0,0,19.29,100,0.746,877.2119
04/06/2019 22:00,0.066,0,0,0,19.38,100,0.268,877.3834
04/06/2019 22:10,0.066,0,0,0,19.37,100,0.063,877.4736
04/06/2019 22:20,0.066,0,0,0,19.37,100,0,877.5307
04/06/2019 22:30,0.066,0,0,0,19.44,100,0.081,877.6698
04/06/2019 22:40,0.066,0,0,0,19.48,100,0.003,877.7188
04/06/2019 22:50,0.066,0,0,0,19.51,100,0.078,877.768
04/06/2019 23:00,0.066,0,0,0,19.48,100,0.22,877.8496
04/06/2019 23:10,0.065,0,0,0,19.53,100,0.882,877.8577
04/06/2019 23:20,0.066,0,0,0,19.56,100,0.473,877.8987
04/06/2019 23:30,0.066,0,0,0,19.43,100,1.181,877.915
04/06/2019 23:40,0.062,0.012,0,0,19.28,100,1.348,877.8254
04/06/2019 23:50,0.066,0,0,0,19.26,100,1.211,877.8408
05/06/2019 00:00,0.066,0.047,0,0,19.21,100,1.491,877.6943
05/06/2019 00:10,0.066,0.004,0,0,19.2,99.9,1.495,877.7431
05/06/2019 00:20,0.066,0,0,0,19.23,99.9,0.813,877.7596
05/06/2019 00:30,0.066,0,0,0,19.2,99.6,0.247,877.6941
05/06/2019 00:40,0.066,0,0,0,19.26,99.6,0.122,877.5631
05/06/2019 00:50,0.066,0,0,0,19.4,99.2,0.002,877.514
05/06/2019 01:00,0.066,0,0,0,19.39,99.4,0,877.5222
05/06/2019 01:10,0.066,0,0,0,19.4,99.3,0,877.3996
05/06/2019 01:20,0.066,0,0,0,19.41,99.2,0,877.2607
05/06/2019 01:30,0.066,0,0,0,19.37,99.1,0.002,877.2605
05/06/2019 01:40,0.066,0,0,0,19.51,99.1,0.002,877.1133
05/06/2019 01:50,0.066,0,0.014,0,19.61,99.1,0.013,876.9658
05/06/2019 02:00,0.066,0,0,0,19.64,99.2,0,876.8598
05/06/2019 02:10,0.066,0,0,0,19.64,99.4,0.087,876.8107
05/06/2019 02:20,0.066,0,0,0,19.62,99.3,0.225,876.6635
05/06/2019 02:30,0.066,0,0,0,19.62,99.5,0.423,876.5818
05/06/2019 02:40,0.066,0,0,0,19.57,99.6,0.964,876.5162
05/06/2019 02:50,0.066,0,0,0,19.51,99.5,1.478,876.3855
05/06/2019 03:00,0.066,0,0,0,19.53,99.8,0.56,876.3364
05/06/2019 03:10,0.066,0,0,0,19.51,99.9,0.509,876.2873
05/06/2019 03:20,0.066,0,0,0,19.61,99.7,0,876.2794
05/06/2019 03:30,0.066,0,0,0,19.64,99.6,0,876.3367
05/06/2019 03:40,0.066,0,0,0,19.68,99.6,0.002,876.4101
05/06/2019 03:50,0.066,0,0,0,19.67,99.6,0,876.41
05/06/2019 04:00,0.066,0,0,0,19.71,99.7,0,876.3365
05/06/2019 04:10,0.066,0,0,0,19.74,99.7,0,876.2219
05/06/2019 04:20,0.066,0,0,0,19.77,99.8,0,876.1728
05/06/2019 04:30,0.066,0,0.012,0,19.81,99.9,0,876.132
05/06/2019 04:40,0.066,0,0,0,19.78,100,0,876.0336
05/06/2019 04:50,0.066,0,0,0,19.75,100,0.036,876.0259
05/06/2019 05:00,0.047,0.227,0,0,19.56,99.7,0.279,876.0584
05/06/2019 05:10,0.066,0,0,0,19.65,99.4,0.052,876.1403
05/06/2019 05:20,0.066,0.158,0,0,19.55,99,0.33,876.1322
05/06/2019 05:30,0.066,0.085,0,0,19.52,98.9,0.664,876.3528
05/06/2019 05:40,0.066,0.047,0,0,19.48,98.4,0.49,876.4105
05/06/2019 05:50,0.066,0.118,0,0,19.36,99.2,1.27,876.4915
05/06/2019 06:00,0.065,0.19,0.113,0,19.27,99.3,1.037,876.5414
05/06/2019 06:10,0.056,0.805,0.594,0,19.15,99.5,0.976,876.615
05/06/2019 06:20,0.066,1.346,1.221,0,19.12,99.4,0.511,876.7947
05/06/2019 06:30,0.066,4.28,3.752,0,19.1,99.8,1.296,876.8926
05/06/2019 06:40,0.066,9.19,7.955,0,19.13,99.8,1.059,876.9256
05/06/2019 06:50,0.066,9.94,8.74,0,19.25,99.8,0.774,877.1383
05/06/2019 07:00,0.052,12.97,11.23,0,19.19,99.7,1.258,877.1707
05/06/2019 07:10,0.066,15.95,13.53,0,19.21,99.7,1.296,877.2935
05/06/2019 07:20,0.066,19.33,16.5,0,19.24,99.9,0.555,877.392
05/06/2019 07:30,0.039,27.62,23.52,0,19.17,99.9,1.012,877.6045
05/06/2019 07:40,0.066,34.95,30.18,0,19.11,100,0.867,877.7105
05/06/2019 07:50,0.066,64.54,54.74,0,19.29,100,0.13,877.6942
05/06/2019 08:00,0.052,91.6,78.14,0,19.32,100,0.466,877.7516
05/06/2019 08:10,0.066,88.8,75.98,0,19.53,99.7,0.054,877.7923
05/06/2019 08:20,0.052,88.6,76,0,19.69,99.1,0.121,877.9483
05/06/2019 08:30,0.063,113.2,96.3,0,19.76,99.3,0.07,877.9552
05/06/2019 08:40,0.066,127.2,109.5,0,20.11,98,0.047,877.9886
05/06/2019 08:50,0.066,133.1,113.8,0,20.09,97.3,0.222,878.0869
05/06/2019 09:00,0.092,132,112.7,0,20.21,97.6,0.142,878.0952
05/06/2019 09:10,0.066,133.6,114.3,0,20.5,96.6,0.002,878.1767
05/06/2019 09:20,0.248,207.9,177.8,0,20.75,96,0.071,878.079
05/06/2019 09:30,0.199,215.7,184.2,0,21.1,94.9,0.027,878.1767
05/06/2019 09:40,0.054,176.3,149.4,0,21.13,93.5,0.109,878.3072
05/06/2019 09:50,0.065,186.1,157.4,0,21.08,94,0.093,878.3488
05/06/2019 10:00,0.041,131,111.6,0,21.35,92.8,0.339,878.3818
05/06/2019 10:10,0.056,154.4,133.5,0,21.08,92.4,0.263,878.5277
05/06/2019 10:20,0.039,156.6,135.9,0,21.21,92.6,0.16,878.2994
05/06/2019 10:30,0.062,156.3,133.2,0,21.33,91.7,0.003,878.3321
05/06/2019 10:40,0.066,173.9,150.1,0,21.68,91.1,0.005,878.3321
05/06/2019 10:50,0.714,366.2,314,0,22.04,89.3,0.146,878.365
05/06/2019 11:00,1.25,530,458.6,0,22.08,87.9,0.322,878.2211
05/06/2019 11:10,5.063,504.5,428.6,0,22.81,83.9,0.705,878.3035
05/06/2019 11:20,5.544,547.9,453.9,0,23.31,82.3,0.562,878.2123
05/06/2019 11:30,5.62,535.9,439.9,0,23.55,81.2,0.742,878.0817
05/06/2019 11:40,226.9,833,474.2,0,24.06,78.85,0.656,878.0463
05/06/2019 11:50,621.2,1212,474.9,0,24.36,79.8,1.194,878.0186
05/06/2019 12:00,424.3,926,392.4,0,24.49,76.25,1.04,878.0208
05/06/2019 12:10,607.2,1111,410.2,0,24.77,74.72,0.945,878.0865
05/06/2019 12:20,289,726.6,347.9,0,25.52,74.14,1.711,877.7086
05/06/2019 12:30,390.2,793.4,306.7,0,25.68,72.43,0.798,877.6797
05/06/2019 12:40,74.72,569.5,405.2,0,25.11,74.34,1.063,877.5389
05/06/2019 12:50,6.579,397.8,329,0,25.1,75.46,1.587,877.4359
05/06/2019 13:00,98.9,477,310.4,0,25.39,72.7,1.004,877.4536
05/06/2019 13:10,250.7,705.9,377.4,0,25.53,67.39,1.199,877.2851
05/06/2019 13:20,536.9,979,362.7,0,26.9,62.21,1.21,877.2706
05/06/2019 13:30,175.9,577,327.2,0,26.81,65.04,1.212,877.115
05/06/2019 13:40,683.7,1033,283.7,0,27.13,67.18,1.403,876.9256
05/06/2019 13:50,448.2,815,295.8,0,26.85,67.49,2.171,876.9033
05/06/2019 14:00,585.4,1021,352.4,0,26.11,66.74,1.749,876.6125
05/06/2019 14:10,134.3,606.6,373.3,0,26.49,65.79,2.303,876.5606
05/06/2019 14:20,64.04,445.9,310,0,26.15,70.32,2.57,876.3665
05/06/2019 14:30,367.1,744.9,303.4,0,26.04,67.11,2.062,876.3253
05/06/2019 14:40,757.7,963,220.5,0,27.21,62.38,2.094,876.2194
05/06/2019 14:50,818,997,219.2,0,27.95,59.76,1.709,875.992
05/06/2019 15:00,824,984,224.6,0,28.31,58.8,2.337,875.8734
05/06/2019 15:10,713.7,908,249.3,0,28.87,56.52,2.104,875.7851
05/06/2019 15:20,4.973,201.3,161.1,0,27.39,62.82,2.405,875.5936
05/06/2019 15:30,11.05,185.7,137.3,0,26.79,61.63,1.234,875.5244
05/06/2019 15:40,3.394,202.7,164.4,0,26.57,64.26,1.639,875.5572
05/06/2019 15:50,1.626,202.9,172.7,0,26.49,64.39,0.806,875.454
05/06/2019 16:00,0.29,160.6,137,0,26.49,66.3,1.503,875.297
05/06/2019 16:10,0.324,135,110.8,0,26.08,66.71,1.147,875.1723
05/06/2019 16:20,0.057,115.8,94.6,0,25.87,73.22,1.934,875.0455
05/06/2019 16:30,1.667,148.8,121.3,0,24.99,72.43,2.526,874.9533
05/06/2019 16:40,2.017,149.8,123.7,0,24.93,74.99,1.588,874.7748
05/06/2019 16:50,0.887,133.7,111.9,0,24.81,73.49,2.146,874.6534
05/06/2019 17:00,3.406,116.5,96.9,0,24.55,74.58,2.461,874.6953
05/06/2019 17:10,2.933,87.7,73.81,0,24.42,73.7,2.296,874.5764
05/06/2019 17:20,0.315,61.71,51.76,0,24.28,75.92,2.098,874.6652
05/06/2019 17:30,0.926,47.22,40.84,0,24.37,76.98,1.109,874.6237
05/06/2019 17:40,0.393,43.84,37.67,0,24.57,74.59,0.666,874.5604
05/06/2019 17:50,0.103,43.3,36.86,0,24.43,76.8,1.327,874.8062
05/06/2019 18:00,0.116,41.23,34.85,0,24.28,78.68,1.752,874.733
05/06/2019 18:10,0.144,42.82,36.68,0,24.21,79.16,1.523,874.8231
05/06/2019 18:20,0.197,34.94,30.05,0,24.23,80.6,1.257,874.7842
05/06/2019 18:30,0.41,24.06,20.58,0,24.19,78.96,1.406,874.9501
05/06/2019 18:40,0.205,16.31,14.13,0,24.32,76.02,1.519,874.9434
05/06/2019 18:50,0.18,9.98,8.71,0,24.51,78.41,0.924,875.117
05/06/2019 19:00,0.073,6.124,5.073,0,24.13,81.2,3.281,875.2357
05/06/2019 19:10,0.018,4.439,3.463,0,23.68,82.6,2.723,875.3554
05/06/2019 19:20,0.041,0.814,0.355,0,23.25,83.4,1.958,875.3638
05/06/2019 19:30,0.066,0,0,0,23.19,83.1,1.547,875.5376
05/06/2019 19:40,0.066,0,0,0,22.97,84.3,2.64,875.5879
05/06/2019 19:50,0.062,0,0,0,22.93,85.7,1.896,875.6484
05/06/2019 20:00,0.065,0,0,0,22.86,86.3,1.709,875.6736
05/06/2019 20:10,0.066,0,0,0,22.88,85.8,0.075,875.6823
05/06/2019 20:20,0.071,0,0,0,22.95,85.2,0.867,875.6904
05/06/2019 20:30,0.066,0,0,0,22.99,85.3,0.014,875.7722
05/06/2019 20:40,0.066,0,0,0,22.92,86.4,0,875.7803
05/06/2019 20:50,0.066,0,0,0,22.92,86.9,0,875.7231
05/06/2019 21:00,0.066,0,0,0,22.72,87.9,0,875.7478
