Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),THERMAL ZONE: JORGE:Zone Mean Air Temperature [C](TimeStep) 
 06/12  15:20:00,30.6,30.083721072451725 
 06/12  15:30:00,30.5,30.030270409853367 
 06/12  15:40:00,30.3,29.89489277852495 
 06/12  15:50:00,30.5,29.98428579049274 
 06/12  16:00:00,30.5,30.055612437485114 
 06/12  16:10:00,31.8,30.92404807701797 
 06/12  16:20:00,31.3,30.697578365844039 
 06/12  16:30:00,31.1,30.516005534658189 
 06/12  16:40:00,31.4,30.71325427360858 
 06/12  16:50:00,31.1,30.627065968949915 
 06/12  17:00:00,30.9,30.44555487887965 
 06/12  17:10:00,30.6,30.22196105210844 
 06/12  17:20:00,30.5,30.112707016080898 
 06/12  17:30:00,30.3,29.99789760307977 
 06/12  17:40:00,31.0,30.444031626626395 
 06/12  17:50:00,30.6,30.310515595762288 
 06/12  18:00:00,30.6,30.185230400709526 
 06/12  18:10:00,30.3,29.99336075471501 
 06/12  18:20:00,29.7,29.53359724777833 
 06/12  18:30:00,29.4,29.233723690128796 
 06/12  18:40:00,29.5,29.255758420799027 
 06/12  18:50:00,29.4,29.25028971666297 
 06/12  19:00:00,29.1,29.014657803898893 
 06/12  19:10:00,28.8,28.729497616335878 
 06/12  19:20:00,28.6,28.543382721357366 
 06/12  19:30:00,28.5,28.450157317356426 
 06/12  19:40:00,28.1,28.155906553686628 
 06/12  19:50:00,28.1,28.077996182034583 
 06/12  20:00:00,27.7,27.798166431040238 
 06/12  20:10:00,27.6,27.65693848714704 
 06/12  20:20:00,26.9,27.14547476669453 
 06/12  20:30:00,27.1,27.163882621524043 
 06/12  20:40:00,26.8,27.012857589081106 
 06/12  20:50:00,26.9,27.014598153622886 
 06/12  21:00:00,27.0,27.094084450927715 
 06/12  21:10:00,26.9,27.02871479613171 
 06/12  21:20:00,27.0,27.062979955567195 
 06/12  21:30:00,27.3,27.28920594365887 
 06/12  21:40:00,27.3,27.331502541479748 
 06/12  21:50:00,27.0,27.086428745706085 
 06/12  22:00:00,27.0,27.019246947413256 
 06/12  22:10:00,26.7,26.809795754274487 
 06/12  22:20:00,26.2,26.382188445622483 
 06/12  22:30:00,25.5,25.777143095450904 
 06/12  22:40:00,22.6,23.45101055615291 
 06/12  22:50:00,21.1,22.145168729545796 
 06/12  23:00:00,20.7,21.747445225067759 
 06/12  23:10:00,20.8,21.706734339906249 
 06/12  23:20:00,20.1,21.137164084537767 
 06/12  23:30:00,19.9,20.896782605125137 
 06/12  23:40:00,20.0,20.94316808381588 
 06/12  23:50:00,19.5,20.542534032289447 
 06/12  24:00:00,19.3,20.318309330091585 
 06/13  00:10:00,19.4,20.350354999037177 
 06/13  00:20:00,19.0,20.304527736064619 
 06/13  00:30:00,18.9,20.345302694537027 
 06/13  00:40:00,18.9,20.66156710231361 
 06/13  00:50:00,19.0,21.43145068198441 
 06/13  01:00:00,19.1,21.355645608012357 
 06/13  01:10:00,19.1,20.42864452275174 
 06/13  01:20:00,19.0,21.041605694487278 
 06/13  01:30:00,19.0,21.12471760636856 
 06/13  01:40:00,19.1,21.00928630816778 
 06/13  01:50:00,18.9,21.30055051270852 
 06/13  02:00:00,18.8,21.33062646699638 
 06/13  02:10:00,18.9,20.645948299538824 
 06/13  02:20:00,19.0,20.918517188738599 
 06/13  02:30:00,19.0,21.2977155224578 
 06/13  02:40:00,19.0,21.201706287277188 
 06/13  02:50:00,19.1,21.180277229289876 
 06/13  03:00:00,19.3,21.288175224493246 
 06/13  03:10:00,19.3,21.07563029051008 
 06/13  03:20:00,19.3,21.25318016740445 
 06/13  03:30:00,19.3,21.44212828356133 
 06/13  03:40:00,19.3,21.31363188032878 
 06/13  03:50:00,19.4,21.097080565111648 
 06/13  04:00:00,19.4,21.139013427093475 
 06/13  04:10:00,19.5,21.31790006811809 
 06/13  04:20:00,19.5,21.215154431090899 
 06/13  04:30:00,19.5,21.012407193584477 
 06/13  04:40:00,19.5,21.046141045554277 
 06/13  04:50:00,19.5,21.28473815658919 
 06/13  05:00:00,19.4,20.522287975113096 
 06/13  05:10:00,19.5,21.121103140979295 
 06/13  05:20:00,19.5,21.331699706744048 
 06/13  05:30:00,19.5,20.68699074255282 
 06/13  05:40:00,19.4,20.781479936506384 
 06/13  05:50:00,19.2,20.526169948053366 
 06/13  06:00:00,19.2,20.58602457917087 
 06/13  06:10:00,19.3,20.782033782176268 
 06/13  06:20:00,19.4,20.837385865377248 
 06/13  06:30:00,19.3,20.690921675143298 
 06/13  06:40:00,19.3,20.520215105513868 
 06/13  06:50:00,19.1,20.516284083521478 
 06/13  07:00:00,19.0,20.60405281488701 
 06/13  07:10:00,19.0,20.415398987219278 
 06/13  07:20:00,19.2,20.544936540956866 
 06/13  07:30:00,19.2,20.590240374315287 
 06/13  07:40:00,19.3,20.686274270614157 
 06/13  07:50:00,19.5,20.807387825381594 
 06/13  08:00:00,19.7,21.071238761439817 
 06/13  08:10:00,20.0,21.247583867534567 
 06/13  08:20:00,20.3,21.330669660631675 
 06/13  08:30:00,20.4,21.43222733224038 
 06/13  08:40:00,20.6,21.520694554881673 
 06/13  08:50:00,20.9,21.73618823239018 
 06/13  09:00:00,21.1,21.90123214564047 
 06/13  09:10:00,21.2,22.035050941653119 
 06/13  09:20:00,21.5,22.117652695583926 
 06/13  09:30:00,22.2,22.373537017552324 
 06/13  09:40:00,22.2,22.539718855539694 
 06/13  09:50:00,22.6,22.759356327540769 
 06/13  10:00:00,22.7,22.85760922352241 
 06/13  10:10:00,22.7,22.868034236421946 
 06/13  10:20:00,23.0,23.028485381483919 
 06/13  10:30:00,22.8,22.96318538329367 
 06/13  10:40:00,22.8,22.936048797742648 
 06/13  10:50:00,23.7,23.63048557916055 
 06/13  11:00:00,23.7,23.890484844585925 
 06/13  11:10:00,24.2,24.08805791642868 
 06/13  11:20:00,24.6,24.38284672360706 
 06/13  11:30:00,24.5,24.428910192431436 
 06/13  11:40:00,24.9,24.75815265727159 
 06/13  11:50:00,24.9,24.772448212051548 
 06/13  12:00:00,25.1,24.9233688000837 
 06/13  12:10:00,25.4,25.087608396149095 
 06/13  12:20:00,26.6,26.120901668438056 
 06/13  12:30:00,25.9,25.70158711458876 
 06/13  12:40:00,25.5,25.39127589969962 
 06/13  12:50:00,25.5,25.377033136079498 
 06/13  13:00:00,26.2,25.971426488233918 
 06/13  13:10:00,26.4,26.258563820568904 
 06/13  13:20:00,26.0,25.959043166588424 
 06/13  13:30:00,26.2,25.852651712139566 
 06/13  13:40:00,26.4,26.072196695245674 
 06/13  13:50:00,26.1,26.026349522791823 
 06/13  14:00:00,27.0,26.66835122408196 
 06/13  14:10:00,27.6,27.044023262246804 
 06/13  14:20:00,26.7,26.547029940269835 
 06/13  14:30:00,27.0,26.572142352498916 
 06/13  14:40:00,27.1,26.806484799361045 
 06/13  14:50:00,26.9,26.723015287903605 
 06/13  15:00:00,27.4,27.109730639177977 
 06/13  15:10:00,28.0,27.565583512817125 
 06/13  15:20:00,27.6,27.45013644581507 
 06/13  15:30:00,26.9,26.777897280360276 
 06/13  15:40:00,27.0,26.685007227278683 
 06/13  15:50:00,27.1,26.919369192677399 
 06/13  16:00:00,27.2,26.904542587193217 
 06/13  16:10:00,27.3,26.94072388524314 
 06/13  16:20:00,28.0,27.347498065443366 
 06/13  16:30:00,28.0,27.639923777618077 
 06/13  16:40:00,28.2,27.510543773329059 
 06/13  16:50:00,28.4,28.045954094235645 
 06/13  17:00:00,28.0,27.74958317199982 
 06/13  17:10:00,27.5,27.35446669288062 
 06/13  17:20:00,27.7,27.47398046267256 
 06/13  17:30:00,27.5,27.384837458009124 
 06/13  17:40:00,27.3,27.222480998152194 
 06/13  17:50:00,27.6,27.29272480901933 
 06/13  18:00:00,28.0,27.60346478642867 
 06/13  18:10:00,27.6,27.481406490247843 
 06/13  18:20:00,27.5,27.248721822734077 
 06/13  18:30:00,27.6,27.111420111027479 
 06/13  18:40:00,27.8,27.265626364837638 
 06/13  18:50:00,28.0,27.375447092388897 
 06/13  19:00:00,27.6,27.21047303122238 
 06/13  19:10:00,27.1,26.843895442715977 
 06/13  19:20:00,27.0,26.590338867594377 
 06/13  19:30:00,26.7,26.466491838977058 
 06/13  19:40:00,26.6,26.403833380941394 
 06/13  19:50:00,26.3,26.326405445785374 
 06/13  20:00:00,25.5,25.927100082345569 
 06/13  20:10:00,25.4,25.72394396047311 
 06/13  20:20:00,25.9,25.975520096978646 
 06/13  20:30:00,25.5,25.833118180177978 
 06/13  20:40:00,24.9,25.527688567142588 
 06/13  20:50:00,24.7,25.276102224149495 
 06/13  21:00:00,24.6,25.20081517373387 
 06/13  21:10:00,25.3,25.514010959470775 
 06/13  21:20:00,25.0,25.488644374641486 
 06/13  21:30:00,25.3,25.45217731048501 
 06/13  21:40:00,25.2,25.403247837636135 
 06/13  21:50:00,25.3,25.406364270620025 
 06/13  22:00:00,24.9,25.319221286158489 
 06/13  22:10:00,24.9,25.2160468690576 
 06/13  22:20:00,24.8,25.24728471107705 
 06/13  22:30:00,24.8,25.148591530569907 
 06/13  22:40:00,24.7,25.136803993081985 
 06/13  22:50:00,24.9,25.139006326982785 
 06/13  23:00:00,24.5,25.02567203435172 
 06/13  23:10:00,24.6,25.08652178464513 
 06/13  23:20:00,24.4,24.93707909973513 
 06/13  23:30:00,24.7,24.946355730977826 
 06/13  23:40:00,24.4,24.741932251308744 
 06/13  23:50:00,24.2,24.483669516742436 
 06/13  24:00:00,24.4,24.54009361602203 
 06/14  00:10:00,24.3,24.536439373931608 
 06/14  00:20:00,24.0,24.298065906370593 
 06/14  00:30:00,23.8,24.26711215568036 
 06/14  00:40:00,23.6,24.03375883752501 
 06/14  00:50:00,23.5,24.004597491033207 
 06/14  01:00:00,23.2,23.57114296029578 
 06/14  01:10:00,22.8,23.50115020375543 
 06/14  01:20:00,22.6,23.444880087331648 
 06/14  01:30:00,22.8,23.657253758139836 
 06/14  01:40:00,23.0,23.86121640738126 
 06/14  01:50:00,23.2,23.914917557501135 
 06/14  02:00:00,23.0,23.880461026816428 
 06/14  02:10:00,23.0,23.749880634405117 
 06/14  02:20:00,23.0,23.651006407066029 
 06/14  02:30:00,22.8,23.637823939880655 
 06/14  02:40:00,22.8,23.674267690404549 
 06/14  02:50:00,22.6,23.51501395158762 
 06/14  03:00:00,22.5,23.43062255128498 
 06/14  03:10:00,22.5,23.484099792256829 
 06/14  03:20:00,22.3,23.315352717427673 
 06/14  03:30:00,22.3,23.121641932681674 
 06/14  03:40:00,22.0,23.117316605487284 
 06/14  03:50:00,22.2,23.141276333637877 
 06/14  04:00:00,22.3,23.116170335839038 
 06/14  04:10:00,22.4,23.038194336822266 
 06/14  04:20:00,22.4,22.968088660056993 
 06/14  04:30:00,22.2,22.968639593974033 
 06/14  04:40:00,22.3,22.89644116931862 
 06/14  04:50:00,22.2,22.901544990128149 
 06/14  05:00:00,22.1,22.89363485983339 
 06/14  05:10:00,22.1,22.77159660538507 
 06/14  05:20:00,21.7,22.50135220961507 
 06/14  05:30:00,21.6,22.531472596623066 
 06/14  05:40:00,21.7,22.34265019247132 
 06/14  05:50:00,21.7,22.562400577758788 
 06/14  06:00:00,21.8,22.75069662233492 
 06/14  06:10:00,22.0,22.828017650448044 
 06/14  06:20:00,22.1,22.81648558588332 
 06/14  06:30:00,22.0,22.74212989337229 
 06/14  06:40:00,21.9,22.66797588806889 
 06/14  06:50:00,21.9,22.647083219950095 
 06/14  07:00:00,22.0,22.647155335097304 
 06/14  07:10:00,22.1,22.666678358324274 
 06/14  07:20:00,21.9,22.334542517577185 
 06/14  07:30:00,21.9,22.27682100420543 
 06/14  07:40:00,22.1,22.357409780306008 
 06/14  07:50:00,22.2,22.62605388058876 
 06/14  08:00:00,22.2,22.5223136203761 
 06/14  08:10:00,23.1,23.088443202615207 
 06/14  08:20:00,23.6,23.503267446476998 
 06/14  08:30:00,23.7,23.71032188925317 
 06/14  08:40:00,23.2,23.421061406009146 
 06/14  08:50:00,23.1,23.26895651277991 
 06/14  09:00:00,23.0,23.245190151576169 
 06/14  09:10:00,23.3,23.391901270797484 
 06/14  09:20:00,23.4,23.519265720389975 
 06/14  09:30:00,23.1,23.426139508009525 
 06/14  09:40:00,23.2,23.410218383984487 
 06/14  09:50:00,23.8,23.78425995600916 
 06/14  10:00:00,23.9,23.96930173157942 
 06/14  10:10:00,24.2,24.172914135304713 
 06/14  10:20:00,25.0,24.802923915275178 
 06/14  10:30:00,25.0,24.98041208664687 
 06/14  10:40:00,25.9,25.494502901455506 
 06/14  10:50:00,26.5,26.049007540419085 
 06/14  11:00:00,26.0,25.842115699248848 
 06/14  11:10:00,25.6,25.520552654859068 
 06/14  11:20:00,25.5,25.405417407878667 
 06/14  11:30:00,25.5,25.396327055617094 
 06/14  11:40:00,25.1,25.188892311110206 
 06/14  11:50:00,25.6,25.476537131510466 
 06/14  12:00:00,25.6,25.605073246511127 
 06/14  12:10:00,26.6,26.197324060527035 
 06/14  12:20:00,26.3,26.013947749806783 
 06/14  12:30:00,26.5,26.289689066993256 
 06/14  12:40:00,26.5,26.36514113695381 
 06/14  12:50:00,26.7,26.483357029550527 
 06/14  13:00:00,27.0,26.574943798105907 
 06/14  13:10:00,27.4,27.130741445789899 
 06/14  13:20:00,27.7,27.321217351283594 
 06/14  13:30:00,27.6,27.247476314226064 
 06/14  13:40:00,28.0,27.316207800909376 
 06/14  13:50:00,28.2,27.842494843624235 
 06/14  14:00:00,29.1,27.949360639626165 
 06/14  14:10:00,29.6,28.35583762398296 
 06/14  14:20:00,29.6,28.574411647133176 
 06/14  14:30:00,29.1,28.487094809076603 
 06/14  14:40:00,29.2,28.65800798406351 
 06/14  14:50:00,28.9,28.527349821028908 
 06/14  15:00:00,28.9,28.56684658488225 
 06/14  15:10:00,29.3,28.801222683875129 
 06/14  15:20:00,29.7,29.004636218771368 
 06/14  15:30:00,29.6,29.220507728604824 
 06/14  15:40:00,30.0,29.35617333500439 
 06/14  15:50:00,29.2,28.75831642054211 
 06/14  16:00:00,29.5,28.985721154386565 
 06/14  16:10:00,29.9,29.372298230557257 
 06/14  16:20:00,30.0,29.445816533462023 
 06/14  16:30:00,29.1,28.786384212594869 
 06/14  16:40:00,27.8,27.811631512126337 
 06/14  16:50:00,25.4,26.029281620913986 
 06/14  17:00:00,24.1,24.767204054270438 
 06/14  17:10:00,24.4,24.805431411881174 
 06/14  17:20:00,24.0,24.866376324667603 
 06/14  17:30:00,23.9,24.34872170721388 
 06/14  17:40:00,23.7,24.08425977624802 
 06/14  17:50:00,23.8,24.052551048139479 
 06/14  18:00:00,23.5,23.814380693691569 
 06/14  18:10:00,23.3,23.62090158997001 
 06/14  18:20:00,23.3,23.74614080897976 
 06/14  18:30:00,23.0,23.48326826516775 
 06/14  18:40:00,23.1,23.522019736860576 
 06/14  18:50:00,23.5,23.850789913330787 
 06/14  19:00:00,23.2,23.682552405099814 
 06/14  19:10:00,23.1,23.410059983886339 
 06/14  19:20:00,22.9,23.273552953112369 
 06/14  19:30:00,22.7,23.183025542021118 
 06/14  19:40:00,22.6,23.06951893639817 
 06/14  19:50:00,22.5,23.374198775888997 
 06/14  20:00:00,22.7,23.406550808517009 
 06/14  20:10:00,22.8,23.69361736036707 
 06/14  20:20:00,23.0,24.090104405854985 
 06/14  20:30:00,23.2,24.33053618360917 
 06/14  20:40:00,23.5,24.526089293943817 
 06/14  20:50:00,23.5,24.28616758587144 
 06/14  21:00:00,23.5,24.32139673179998 
 06/14  21:10:00,23.3,24.305684709669003 
 06/14  21:20:00,22.4,23.184620461045694 
 06/14  21:30:00,21.4,21.928898595664795 
 06/14  21:40:00,21.1,22.547265244523684 
 06/14  21:50:00,21.0,22.176280945999016 
 06/14  22:00:00,20.9,21.510502975360049 
 06/14  22:10:00,20.7,21.32877806111504 
 06/14  22:20:00,20.1,20.94202880466718 
 06/14  22:30:00,19.6,20.915455600945014 
 06/14  22:40:00,19.0,20.20758673819902 
 06/14  22:50:00,18.8,20.318827266882559 
 06/14  23:00:00,18.8,20.632734473434384 
 06/14  23:10:00,18.8,20.458059724302 
 06/14  23:20:00,18.8,19.866669778146368 
 06/14  23:30:00,18.9,19.7911932334341 
 06/14  23:40:00,18.7,20.80470144902076 
 06/14  23:50:00,18.7,20.01920509524758 
 06/14  24:00:00,18.3,19.655571450999596 
 06/15  00:10:00,18.1,19.15187744839148 
 06/15  00:20:00,18.1,19.685439896900797 
 06/15  00:30:00,18.2,19.301893773065538 
 06/15  00:40:00,18.3,20.170121364216077 
 06/15  00:50:00,18.4,20.02383496572587 
 06/15  01:00:00,18.5,20.017526777302139 
 06/15  01:10:00,18.6,20.50486164126967 
 06/15  01:20:00,18.7,20.50623947287393 
 06/15  01:30:00,18.8,20.29199624760192 
 06/15  01:40:00,18.8,20.254409053929533 
 06/15  01:50:00,18.9,20.651436749023554 
 06/15  02:00:00,18.8,20.557297107521465 
 06/15  02:10:00,18.8,20.441396206696866 
 06/15  02:20:00,18.8,20.402932762677357 
 06/15  02:30:00,18.8,20.490929249507386 
 06/15  02:40:00,18.7,20.24805499871665 
 06/15  02:50:00,18.8,20.33994772845363 
 06/15  03:00:00,18.9,20.404237208050483 
 06/15  03:10:00,18.8,20.23076703139228 
 06/15  03:20:00,18.8,20.194343130110569 
 06/15  03:30:00,18.8,20.3279851711566 
 06/15  03:40:00,18.8,20.392196613663349 
 06/15  03:50:00,18.8,20.35813382642999 
 06/15  04:00:00,18.8,20.18344676394238 
 06/15  04:10:00,18.8,19.973977905262509 
 06/15  04:20:00,18.8,20.00618653436601 
 06/15  04:30:00,18.6,20.0018435771289 
 06/15  04:40:00,18.4,19.99958675340588 
 06/15  04:50:00,18.5,19.822298831424413 
 06/15  05:00:00,18.4,19.728012303153798 
 06/15  05:10:00,18.3,19.864665909901864 
 06/15  05:20:00,18.3,19.85738796741616 
 06/15  05:30:00,18.2,19.793047000543355 
 06/15  05:40:00,18.2,19.774632021131205 
 06/15  05:50:00,18.2,19.737411188037489 
 06/15  06:00:00,18.2,19.749344535753698 
 06/15  06:10:00,18.3,19.83852733870613 
 06/15  06:20:00,18.3,19.821676841199783 
 06/15  06:30:00,18.4,19.84742697516936 
 06/15  06:40:00,18.3,19.640515430477238 
 06/15  06:50:00,18.4,19.428965326474768 
 06/15  07:00:00,18.5,19.56886852332515 
 06/15  07:10:00,18.6,19.597068905156897 
 06/15  07:20:00,18.9,20.065916619427904 
 06/15  07:30:00,19.2,20.329062577314664 
 06/15  07:40:00,19.4,20.37258024529388 
 06/15  07:50:00,19.6,20.32926478034049 
 06/15  08:00:00,19.9,20.3312728050816 
 06/15  08:10:00,20.1,20.402768022069755 
 06/15  08:20:00,19.9,20.293568999914876 
 06/15  08:30:00,19.9,20.29351277143688 
 06/15  08:40:00,19.9,20.34396498886846 
 06/15  08:50:00,19.9,20.507042530450918 
 06/15  09:00:00,20.1,20.53824923133789 
 06/15  09:10:00,20.3,20.686882197001834 
 06/15  09:20:00,20.7,20.993681521295046 
 06/15  09:30:00,21.9,21.808955217297979 
 06/15  09:40:00,22.1,22.03801034665409 
 06/15  09:50:00,22.3,22.218971368380193 
 06/15  10:00:00,22.9,22.624752303595515 
 06/15  10:10:00,22.9,22.807324828515254 
 06/15  10:20:00,23.3,22.847790613503798 
 06/15  10:30:00,24.3,23.72960306965804 
 06/15  10:40:00,24.5,23.948562746374536 
 06/15  10:50:00,23.1,23.24083180088796 
 06/15  11:00:00,23.7,23.54124684375364 
 06/15  11:10:00,24.6,24.104879669371614 
 06/15  11:20:00,24.1,24.050150285334273 
 06/15  11:30:00,25.0,24.239911797647776 
 06/15  11:40:00,24.7,24.474368005572047 
 06/15  11:50:00,24.4,24.298860156292287 
 06/15  12:00:00,25.2,24.528277740703808 
 06/15  12:10:00,25.0,24.62229025300487 
 06/15  12:20:00,25.1,24.823477316399964 
 06/15  12:30:00,25.4,25.120247299426624 
 06/15  12:40:00,25.4,25.225079873411596 
 06/15  12:50:00,26.0,25.46958606914223 
 06/15  13:00:00,26.4,25.953823917112794 
 06/15  13:10:00,26.5,25.935808428168067 
 06/15  13:20:00,26.7,26.264950853954987 
 06/15  13:30:00,26.9,26.5201310379083 
 06/15  13:40:00,26.5,26.27641474304542 
 06/15  13:50:00,27.1,26.568175618718685 
 06/15  14:00:00,27.5,27.03827944812293 
 06/15  14:10:00,27.4,26.87837008153673 
 06/15  14:20:00,27.6,27.12528160554696 
 06/15  14:30:00,28.0,27.24533262065182 
 06/15  14:40:00,28.0,27.461534084818739 
 06/15  14:50:00,27.5,27.142607713746999 
 06/15  15:00:00,28.5,27.689648460702864 
 06/15  15:10:00,29.0,28.206365147653206 
 06/15  15:20:00,28.6,27.53100006778005 
 06/15  15:30:00,28.3,27.751783583742335 
 06/15  15:40:00,29.1,28.341242804121089 
 06/15  15:50:00,28.9,28.221152010800649 
 06/15  16:00:00,29.2,27.72317125178703 
 06/15  16:10:00,29.0,28.17573499255161 
 06/15  16:20:00,28.4,27.729322601511265 
 06/15  16:30:00,28.9,27.924842911730033 
 06/15  16:40:00,28.7,27.68409563904551 
 06/15  16:50:00,28.9,28.312618705263345 
 06/15  17:00:00,28.7,28.357696536157289 
 06/15  17:10:00,28.7,27.941312089364389 
 06/15  17:20:00,28.5,27.688254000122549 
 06/15  17:30:00,28.0,27.626628029488285 
 06/15  17:40:00,28.0,27.554123611839324 
 06/15  17:50:00,27.8,27.31254765367895 
 06/15  18:00:00,27.9,27.21409567583605 
 06/15  18:10:00,27.8,27.082507059423695 
 06/15  18:20:00,27.5,26.766294579916797 
 06/15  18:30:00,27.6,26.97147879817322 
 06/15  18:40:00,27.6,27.1162028586065 
 06/15  18:50:00,27.5,27.088325974384543 
 06/15  19:00:00,27.5,27.020910067152106 
 06/15  19:10:00,27.4,26.83238381320151 
 06/15  19:20:00,27.2,26.668458272293639 
 06/15  19:30:00,27.2,26.65169506706255 
 06/15  19:40:00,27.0,26.640423257238756 
 06/15  19:50:00,26.8,26.45474893514702 
 06/15  20:00:00,26.5,26.278880883482928 
 06/15  20:10:00,26.5,26.19444531536308 
 06/15  20:20:00,26.4,26.146037707061184 
 06/15  20:30:00,26.4,26.155342041545376 
 06/15  20:40:00,26.2,26.059025628426729 
 06/15  20:50:00,26.1,25.959391911807644 
 06/15  21:00:00,26.1,25.924426735398634 
 06/15  21:10:00,26.1,25.85083540948333 
 06/15  21:20:00,26.1,26.01008506456069 
 06/15  21:30:00,24.3,24.62471961524652 
 06/15  21:40:00,23.5,23.89314661781986 
 06/15  21:50:00,23.5,23.71975441110149 
 06/15  22:00:00,23.2,23.54942541035749 
 06/15  22:10:00,22.5,22.7904896976996 
 06/15  22:20:00,22.0,22.63921008352708 
 06/15  22:30:00,22.0,22.63743944939751 
 06/15  22:40:00,22.2,22.999269453667738 
 06/15  22:50:00,22.4,23.07720581317353 
 06/15  23:00:00,22.6,23.16755435110406 
 06/15  23:10:00,22.5,23.021215796049874 
 06/15  23:20:00,22.2,23.101985135156594 
 06/15  23:30:00,22.0,22.762516890368443 
 06/15  23:40:00,22.1,22.923633845849886 
 06/15  23:50:00,22.2,23.041900153479259 
 06/15  24:00:00,22.2,22.978891781418608 
 06/16  00:10:00,22.3,23.357559671690525 
 06/16  00:20:00,22.0,23.289969369258054 
 06/16  00:30:00,21.9,23.114873329475285 
 06/16  00:40:00,21.9,22.89832303989528 
 06/16  00:50:00,21.7,22.657026865662496 
 06/16  01:00:00,21.7,22.86624628622119 
 06/16  01:10:00,21.5,22.486338469141417 
 06/16  01:20:00,21.2,22.01098938107245 
 06/16  01:30:00,20.9,21.950827571221585 
 06/16  01:40:00,20.9,21.8832488151084 
 06/16  01:50:00,21.1,21.901695606162226 
 06/16  02:00:00,21.2,21.850426272236555 
 06/16  02:10:00,21.2,21.973961484964087 
 06/16  02:20:00,21.0,21.602268464900488 
 06/16  02:30:00,20.9,21.530097779002874 
 06/16  02:40:00,21.0,21.930668359356127 
 06/16  02:50:00,21.1,22.084482743418517 
 06/16  03:00:00,21.0,21.531473330588807 
 06/16  03:10:00,21.0,21.469524110952244 
 06/16  03:20:00,21.0,21.517129045556634 
 06/16  03:30:00,21.1,21.78650656671387 
 06/16  03:40:00,20.9,21.663151456673004 
 06/16  03:50:00,20.8,21.43913373629686 
 06/16  04:00:00,20.7,21.333441276327127 
 06/16  04:10:00,20.7,21.561876610240426 
 06/16  04:20:00,20.8,21.73071226172008 
 06/16  04:30:00,20.8,21.952479268124777 
 06/16  04:40:00,21.0,22.002770717395074 
 06/16  04:50:00,20.9,22.008975431236029 
 06/16  05:00:00,21.0,21.969011606986684 
 06/16  05:10:00,21.2,22.00505990921327 
 06/16  05:20:00,21.3,22.067216497467088 
 06/16  05:30:00,21.2,22.04518223189217 
 06/16  05:40:00,21.2,21.93728988937427 
 06/16  05:50:00,21.3,21.954928724053596 
 06/16  06:00:00,21.3,22.040156321936295 
 06/16  06:10:00,21.2,21.992216948067737 
 06/16  06:20:00,21.2,21.957939596855728 
 06/16  06:30:00,21.2,21.941642671447025 
 06/16  06:40:00,21.2,21.919820171681058 
 06/16  06:50:00,21.2,21.87749033863399 
 06/16  07:00:00,21.4,21.986483945199198 
 06/16  07:10:00,21.6,22.139290952341626 
 06/16  07:20:00,21.8,22.247213039956799 
 06/16  07:30:00,22.1,22.388897727814066 
 06/16  07:40:00,22.7,22.63868878173198 
 06/16  07:50:00,22.9,22.854688161223064 
 06/16  08:00:00,22.5,22.65934429196501 
 06/16  08:10:00,22.3,22.517855510589138 
 06/16  08:20:00,22.1,22.504840842883949 
 06/16  08:30:00,22.4,22.56854200667965 
 06/16  08:40:00,22.8,22.791848591868754 
 06/16  08:50:00,23.1,23.03159075360584 
 06/16  09:00:00,23.2,23.16208899936251 
 06/16  09:10:00,23.5,23.231241224699664 
 06/16  09:20:00,23.9,23.379063698725405 
 06/16  09:30:00,23.9,23.73922329840414 
 06/16  09:40:00,24.1,23.908143859200245 
 06/16  09:50:00,25.3,24.642251440207038 
 06/16  10:00:00,25.1,24.573537287329278 
 06/16  10:10:00,25.8,25.0717949127661 
 06/16  10:20:00,25.8,25.475757998382965 
 06/16  10:30:00,25.8,25.518073746258869 
 06/16  10:40:00,24.7,24.7483599243862 
 06/16  10:50:00,25.7,25.1899500836776 
 06/16  11:00:00,26.3,25.696556685423109 
 06/16  11:10:00,26.2,25.773322013491705 
 06/16  11:20:00,26.8,25.781578815634118 
 06/16  11:30:00,27.9,26.9961076767128 
 06/16  11:40:00,27.7,27.12824096200266 
 06/16  11:50:00,27.2,26.590293028295489 
 06/16  12:00:00,27.8,26.17723982452716 
 06/16  12:10:00,27.6,26.930296838113564 
 06/16  12:20:00,27.7,27.284017865159237 
 06/16  12:30:00,26.9,26.720919788317596 
 06/16  12:40:00,27.7,26.995962164345138 
 06/16  12:50:00,27.7,27.332573258252688 
 06/16  13:00:00,28.1,27.55467980674307 
 06/16  13:10:00,27.9,27.261904795923458 
 06/16  13:20:00,28.6,28.120293661118084 
 06/16  13:30:00,28.2,27.885550127240415 
 06/16  13:40:00,27.8,27.380944961264519 
 06/16  13:50:00,27.9,27.286745224005438 
 06/16  14:00:00,28.5,27.670321868256019 
 06/16  14:10:00,29.1,28.24063868904254 
 06/16  14:20:00,29.4,28.76977791859712 
 06/16  14:30:00,29.2,28.15552895477193 
 06/16  14:40:00,30.4,29.63003425547694 
 06/16  14:50:00,29.7,29.042498656451046 
 06/16  15:00:00,29.8,29.075650759514713 
 06/16  15:10:00,29.2,28.901336905725097 
 06/16  15:20:00,29.3,28.932485783953838 
 06/16  15:30:00,29.3,28.996312519986103 
 06/16  15:40:00,29.3,28.921075549861418 
 06/16  15:50:00,29.7,29.176319439830047 
