Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep) 
 05/29  22:10:00,27.2,0.0 
 05/29  22:20:00,27.2,0.0 
 05/29  22:30:00,26.9,0.0 
 05/29  22:40:00,26.4,0.0 
 05/29  22:50:00,26.1,0.0 
 05/29  23:00:00,25.9,0.0 
 05/29  23:10:00,25.6,0.0 
 05/29  23:20:00,25.5,0.0 
 05/29  23:30:00,25.2,0.0 
 05/29  23:40:00,24.9,0.0 
 05/29  23:50:00,25.0,0.0 
 05/29  24:00:00,24.9,0.0 
 05/30  00:10:00,24.7,0.0 
 05/30  00:20:00,24.7,0.0 
 05/30  00:30:00,24.7,0.0 
 05/30  00:40:00,24.5,0.0 
 05/30  00:50:00,24.4,0.0 
 05/30  01:00:00,24.3,0.0 
 05/30  01:10:00,24.2,0.0 
 05/30  01:20:00,24.1,0.0 
 05/30  01:30:00,24.0,0.0 
 05/30  01:40:00,23.6,0.0 
 05/30  01:50:00,23.7,0.0 
 05/30  02:00:00,23.5,0.0 
 05/30  02:10:00,23.4,0.0 
 05/30  02:20:00,23.3,0.0 
 05/30  02:30:00,23.0,0.0 
 05/30  02:40:00,22.8,0.0 
 05/30  02:50:00,22.8,0.0 
 05/30  03:00:00,22.8,0.0 
 05/30  03:10:00,22.7,0.0 
 05/30  03:20:00,23.2,0.0 
 05/30  03:30:00,23.1,0.0 
 05/30  03:40:00,22.9,0.0 
 05/30  03:50:00,22.7,0.0 
 05/30  04:00:00,22.5,0.0 
 05/30  04:10:00,22.6,0.0 
 05/30  04:20:00,22.5,0.0 
 05/30  04:30:00,22.2,0.0 
 05/30  04:40:00,22.0,0.0 
 05/30  04:50:00,21.8,0.0 
 05/30  05:00:00,21.6,0.0 
 05/30  05:10:00,21.5,0.0 
 05/30  05:20:00,21.5,0.0 
 05/30  05:30:00,21.7,0.0 
 05/30  05:40:00,21.5,0.0 
 05/30  05:50:00,21.4,0.0 
 05/30  06:00:00,21.7,0.0 
 05/30  06:10:00,21.8,0.0 
 05/30  06:20:00,21.7,0.0 
 05/30  06:30:00,21.6,0.0 
 05/30  06:40:00,21.6,0.0 
 05/30  06:50:00,21.7,0.0 
 05/30  07:00:00,22.0,0.0 
 05/30  07:10:00,22.2,0.0 
 05/30  07:20:00,22.4,0.0 
 05/30  07:30:00,22.6,0.0 
 05/30  07:40:00,22.6,0.0 
 05/30  07:50:00,22.8,0.0 
 05/30  08:00:00,22.8,0.0 
 05/30  08:10:00,23.2,0.0 
 05/30  08:20:00,23.4,0.0 
 05/30  08:30:00,23.7,0.0 
 05/30  08:40:00,24.1,0.0 
 05/30  08:50:00,24.9,0.0 
 05/30  09:00:00,25.3,0.0 
 05/30  09:10:00,26.3,0.0 
 05/30  09:20:00,26.7,0.0 
 05/30  09:30:00,26.8,0.0 
 05/30  09:40:00,26.5,0.0 
 05/30  09:50:00,26.8,0.0 
 05/30  10:00:00,26.8,0.0 
 05/30  10:10:00,27.3,0.0 
 05/30  10:20:00,27.6,0.0 
 05/30  10:30:00,27.0,0.0 
 05/30  10:40:00,27.7,0.0 
 05/30  10:50:00,28.2,0.0 
 05/30  11:00:00,28.2,0.0 
 05/30  11:10:00,27.9,0.0 
 05/30  11:20:00,28.2,0.0 
 05/30  11:30:00,28.5,0.0 
 05/30  11:40:00,28.6,0.0 
 05/30  11:50:00,28.9,0.0 
 05/30  12:00:00,29.4,0.0 
 05/30  12:10:00,29.7,0.0 
 05/30  12:20:00,29.3,0.0 
 05/30  12:30:00,29.3,0.0 
 05/30  12:40:00,29.6,0.0 
 05/30  12:50:00,29.8,0.0 
 05/30  13:00:00,29.1,0.0 
 05/30  13:10:00,30.3,0.0 
 05/30  13:20:00,30.4,0.0 
 05/30  13:30:00,31.0,0.0 
 05/30  13:40:00,30.7,0.0 
 05/30  13:50:00,30.7,0.0 
 05/30  14:00:00,30.7,0.0 
 05/30  14:10:00,30.6,0.0 
 05/30  14:20:00,30.4,0.0 
 05/30  14:30:00,31.6,0.0 
 05/30  14:40:00,31.8,0.0 
 05/30  14:50:00,32.0,0.0 
 05/30  15:00:00,32.9,0.0 
 05/30  15:10:00,33.0,0.0 
 05/30  15:20:00,32.7,0.0 
 05/30  15:30:00,32.5,0.0 
 05/30  15:40:00,32.6,0.0 
 05/30  15:50:00,32.4,0.0 
 05/30  16:00:00,32.6,0.0 
 05/30  16:10:00,32.3,0.0 
 05/30  16:20:00,32.6,0.0 
 05/30  16:30:00,33.2,0.0 
 05/30  16:40:00,33.4,0.0 
 05/30  16:50:00,32.6,0.0 
 05/30  17:00:00,32.7,0.0 
 05/30  17:10:00,32.7,0.0 
 05/30  17:20:00,32.1,0.0 
 05/30  17:30:00,32.0,0.0 
 05/30  17:40:00,32.0,0.0 
 05/30  17:50:00,32.0,0.0 
 05/30  18:00:00,32.5,0.0 
 05/30  18:10:00,32.5,0.0 
 05/30  18:20:00,32.1,0.0 
 05/30  18:30:00,31.1,0.0 
 05/30  18:40:00,30.9,0.0 
 05/30  18:50:00,30.8,0.0 
 05/30  19:00:00,30.6,0.0 
 05/30  19:10:00,30.4,0.0 
 05/30  19:20:00,30.2,0.0 
 05/30  19:30:00,30.1,0.0 
 05/30  19:40:00,27.8,0.0 
 05/30  19:50:00,23.6,0.0 
 05/30  20:00:00,19.1,0.0 
 05/30  20:10:00,18.6,0.0 
 05/30  20:20:00,18.1,0.0 
 05/30  20:30:00,18.1,0.0 
 05/30  20:40:00,18.2,0.0 
 05/30  20:50:00,18.5,0.0 
 05/30  21:00:00,18.5,0.0 
 05/30  21:10:00,18.7,0.0 
 05/30  21:20:00,18.9,0.0 
 05/30  21:30:00,18.7,0.0 
 05/30  21:40:00,18.8,0.0 
 05/30  21:50:00,18.3,0.0 
 05/30  22:00:00,18.2,0.0 
 05/30  22:10:00,18.1,0.0 
 05/30  22:20:00,18.3,0.0 
 05/30  22:30:00,18.5,0.0 
 05/30  22:40:00,18.6,0.0 
 05/30  22:50:00,18.6,0.0 
 05/30  23:00:00,18.4,0.0 
 05/30  23:10:00,18.3,0.0 
 05/30  23:20:00,18.1,0.0 
 05/30  23:30:00,18.1,0.0 
 05/30  23:40:00,18.0,0.0 
 05/30  23:50:00,18.0,0.0 
 05/30  24:00:00,17.9,0.0 
 05/31  00:10:00,17.9,0.0 
 05/31  00:20:00,17.9,0.0 
 05/31  00:30:00,18.0,0.0 
 05/31  00:40:00,18.1,0.0 
 05/31  00:50:00,18.0,0.0 
 05/31  01:00:00,18.0,0.0 
 05/31  01:10:00,18.1,0.0 
 05/31  01:20:00,18.0,0.0 
 05/31  01:30:00,18.1,0.0 
 05/31  01:40:00,18.2,0.0 
 05/31  01:50:00,18.3,0.0 
 05/31  02:00:00,18.4,0.0 
 05/31  02:10:00,18.4,0.0 
 05/31  02:20:00,18.4,0.0 
 05/31  02:30:00,18.4,0.0 
 05/31  02:40:00,18.3,0.0 
 05/31  02:50:00,18.3,0.0 
 05/31  03:00:00,18.3,0.0 
 05/31  03:10:00,18.4,0.0 
 05/31  03:20:00,18.5,0.0 
 05/31  03:30:00,18.5,0.0 
 05/31  03:40:00,18.4,0.0 
 05/31  03:50:00,18.4,0.0 
 05/31  04:00:00,18.4,0.0 
 05/31  04:10:00,18.4,0.0 
 05/31  04:20:00,18.4,0.0 
 05/31  04:30:00,18.4,0.0 
 05/31  04:40:00,18.5,0.0 
 05/31  04:50:00,18.5,0.0 
 05/31  05:00:00,18.4,0.0 
 05/31  05:10:00,18.4,0.0 
 05/31  05:20:00,18.4,0.0 
 05/31  05:30:00,18.4,0.0 
 05/31  05:40:00,18.4,0.0 
 05/31  05:50:00,18.4,0.0 
 05/31  06:00:00,18.4,0.0 
 05/31  06:10:00,18.5,0.177 
 05/31  06:20:00,18.4,1.568 
 05/31  06:30:00,18.3,4.279 
 05/31  06:40:00,18.3,10.18 
 05/31  06:50:00,18.3,21.16 
 05/31  07:00:00,18.3,32.19 
 05/31  07:10:00,18.5,69.67 
 05/31  07:20:00,18.8,101.2 
 05/31  07:30:00,19.1,116.5 
 05/31  07:40:00,19.1,111.5 
 05/31  07:50:00,19.1,122.2 
 05/31  08:00:00,19.7,136.5 
 05/31  08:10:00,19.8,131.7 
 05/31  08:20:00,19.7,135.1 
 05/31  08:30:00,19.9,190.2 
 05/31  08:40:00,20.1,216.5 
 05/31  08:50:00,20.6,218.4 
 05/31  09:00:00,21.3,256.9 
 05/31  09:10:00,21.2,257.4 
 05/31  09:20:00,21.5,277.9 
 05/31  09:30:00,21.2,285.4 
 05/31  09:40:00,21.6,308.1 
 05/31  09:50:00,21.4,320.6 
 05/31  10:00:00,22.1,275.8 
 05/31  10:10:00,22.7,204.8 
 05/31  10:20:00,23.3,186.7 
 05/31  10:30:00,23.6,185.1 
 05/31  10:40:00,23.6,187.3 
 05/31  10:50:00,24.4,191.3 
 05/31  11:00:00,24.8,198.5 
 05/31  11:10:00,24.7,231.7 
 05/31  11:20:00,24.3,206.9 
 05/31  11:30:00,25.0,193.2 
 05/31  11:40:00,25.0,199.8 
 05/31  11:50:00,25.5,199.7 
 05/31  12:00:00,25.9,199.3 
 05/31  12:10:00,26.2,203.2 
 05/31  12:20:00,26.7,228.9 
 05/31  12:30:00,26.3,256.2 
 05/31  12:40:00,26.8,262.8 
 05/31  12:50:00,27.3,259.6 
 05/31  13:00:00,27.4,340.1 
 05/31  13:10:00,27.2,404.2 
 05/31  13:20:00,27.2,426.9 
 05/31  13:30:00,27.6,376.8 
 05/31  13:40:00,27.7,311.7 
 05/31  13:50:00,27.2,292.1 
 05/31  14:00:00,28.0,314.3 
 05/31  14:10:00,28.9,395.5 
 05/31  14:20:00,29.0,407.0 
 05/31  14:30:00,28.8,410.3 
 05/31  14:40:00,28.7,340.5 
 05/31  14:50:00,28.9,295.2 
 05/31  15:00:00,29.3,258.0 
 05/31  15:10:00,29.0,198.8 
 05/31  15:20:00,29.2,240.5 
 05/31  15:30:00,30.2,231.3 
 05/31  15:40:00,29.9,216.4 
 05/31  15:50:00,29.9,229.3 
 05/31  16:00:00,30.0,262.3 
 05/31  16:10:00,29.4,274.6 
 05/31  16:20:00,29.5,229.7 
 05/31  16:30:00,29.4,207.7 
 05/31  16:40:00,29.7,216.8 
 05/31  16:50:00,29.8,254.3 
 05/31  17:00:00,30.6,251.0 
 05/31  17:10:00,31.3,225.6 
 05/31  17:20:00,30.9,188.1 
 05/31  17:30:00,30.6,197.8 
 05/31  17:40:00,29.7,144.3 
 05/31  17:50:00,29.1,68.99 
 05/31  18:00:00,28.8,43.73 
 05/31  18:10:00,28.6,40.96 
 05/31  18:20:00,28.7,40.76 
 05/31  18:30:00,28.6,48.13 
 05/31  18:40:00,28.1,38.93 
 05/31  18:50:00,27.4,26.13 
 05/31  19:00:00,27.2,18.9 
 05/31  19:10:00,27.0,0.0 
 05/31  19:20:00,27.2,0.0 
 05/31  19:30:00,27.1,0.0 
 05/31  19:40:00,26.9,0.0 
 05/31  19:50:00,26.7,0.0 
 05/31  20:00:00,26.6,0.0 
 05/31  20:10:00,26.6,0.0 
 05/31  20:20:00,26.2,0.0 
 05/31  20:30:00,25.0,0.0 
 05/31  20:40:00,23.8,0.0 
 05/31  20:50:00,23.3,0.0 
 05/31  21:00:00,23.0,0.0 
 05/31  21:10:00,23.1,0.0 
 05/31  21:20:00,23.3,0.0 
 05/31  21:30:00,23.3,0.0 
 05/31  21:40:00,23.4,0.0 
 05/31  21:50:00,23.4,0.0 
 05/31  22:00:00,23.0,0.0 
 05/31  22:10:00,22.7,0.0 
 05/31  22:20:00,22.1,0.0 
 05/31  22:30:00,21.9,0.0 
 05/31  22:40:00,21.8,0.0 
 05/31  22:50:00,21.7,0.0 
 05/31  23:00:00,21.6,0.0 
 05/31  23:10:00,21.7,0.0 
 05/31  23:20:00,21.7,0.0 
 05/31  23:30:00,21.8,0.0 
 05/31  23:40:00,21.9,0.0 
 05/31  23:50:00,21.9,0.0 
 05/31  24:00:00,22.1,0.0 
 06/01  00:10:00,22.3,0.0 
 06/01  00:20:00,22.5,0.0 
 06/01  00:30:00,22.2,0.0 
 06/01  00:40:00,22.2,0.0 
 06/01  00:50:00,22.1,0.0 
 06/01  01:00:00,21.8,0.0 
 06/01  01:10:00,22.0,0.0 
 06/01  01:20:00,21.9,0.0 
 06/01  01:30:00,21.8,0.0 
 06/01  01:40:00,21.8,0.0 
 06/01  01:50:00,21.7,0.0 
 06/01  02:00:00,21.5,0.0 
 06/01  02:10:00,21.3,0.0 
 06/01  02:20:00,21.4,0.0 
 06/01  02:30:00,21.3,0.0 
 06/01  02:40:00,21.1,0.0 
 06/01  02:50:00,21.1,0.0 
 06/01  03:00:00,21.2,0.0 
 06/01  03:10:00,21.3,0.0 
 06/01  03:20:00,21.3,0.0 
 06/01  03:30:00,21.4,0.0 
 06/01  03:40:00,21.3,0.0 
 06/01  03:50:00,21.0,0.0 
 06/01  04:00:00,21.1,0.0 
 06/01  04:10:00,21.3,0.0 
 06/01  04:20:00,21.3,0.0 
 06/01  04:30:00,21.1,0.0 
 06/01  04:40:00,21.2,0.0 
 06/01  04:50:00,21.2,0.0 
 06/01  05:00:00,21.2,0.0 
 06/01  05:10:00,21.0,0.0 
 06/01  05:20:00,20.8,0.0 
 06/01  05:30:00,20.8,0.0 
 06/01  05:40:00,21.0,0.0 
 06/01  05:50:00,21.0,0.0 
 06/01  06:00:00,21.0,0.0 
 06/01  06:10:00,20.9,0.0 
 06/01  06:20:00,20.9,0.711 
 06/01  06:30:00,20.8,4.168 
 06/01  06:40:00,20.8,8.61 
 06/01  06:50:00,21.0,14.13 
 06/01  07:00:00,21.0,22.98 
 06/01  07:10:00,21.3,35.47 
 06/01  07:20:00,21.3,50.28 
 06/01  07:30:00,21.2,71.08 
 06/01  07:40:00,21.4,102.1 
 06/01  07:50:00,22.1,120.2 
 06/01  08:00:00,22.5,135.8 
 06/01  08:10:00,22.9,127.1 
 06/01  08:20:00,23.1,139.8 
 06/01  08:30:00,22.5,191.0 
 06/01  08:40:00,22.6,180.2 
 06/01  08:50:00,22.8,216.6 
 06/01  09:00:00,23.1,235.4 
 06/01  09:10:00,23.8,258.5 
 06/01  09:20:00,24.9,157.5 
 06/01  09:30:00,25.4,136.8 
 06/01  09:40:00,25.8,133.8 
 06/01  09:50:00,25.4,127.1 
 06/01  10:00:00,25.6,123.8 
 06/01  10:10:00,25.6,124.5 
 06/01  10:20:00,26.3,123.3 
 06/01  10:30:00,26.8,138.3 
 06/01  10:40:00,27.4,151.3 
 06/01  10:50:00,27.6,142.5 
 06/01  11:00:00,27.8,131.7 
 06/01  11:10:00,28.3,136.8 
 06/01  11:20:00,28.3,169.1 
 06/01  11:30:00,27.6,185.2 
 06/01  11:40:00,28.2,202.6 
 06/01  11:50:00,28.9,259.7 
 06/01  12:00:00,27.8,396.7 
 06/01  12:10:00,28.2,478.4 
 06/01  12:20:00,28.4,451.1 
 06/01  12:30:00,28.1,454.6 
 06/01  12:40:00,28.3,462.9 
 06/01  12:50:00,28.7,539.5 
 06/01  13:00:00,29.0,549.5 
 06/01  13:10:00,28.6,512.4 
 06/01  13:20:00,29.0,440.5 
 06/01  13:30:00,29.5,479.5 
 06/01  13:40:00,30.8,560.9 
 06/01  13:50:00,31.0,540.4 
 06/01  14:00:00,31.2,461.1 
 06/01  14:10:00,30.8,481.9 
 06/01  14:20:00,31.1,406.1 
 06/01  14:30:00,30.5,351.0 
 06/01  14:40:00,30.1,358.4 
 06/01  14:50:00,30.5,369.2 
 06/01  15:00:00,30.3,403.3 
 06/01  15:10:00,30.4,408.0 
 06/01  15:20:00,30.2,377.7 
 06/01  15:30:00,30.7,371.8 
 06/01  15:40:00,30.6,330.8 
 06/01  15:50:00,31.5,300.7 
 06/01  16:00:00,31.1,222.9 
 06/01  16:10:00,31.1,189.3 
 06/01  16:20:00,31.2,173.4 
 06/01  16:30:00,31.1,169.7 
 06/01  16:40:00,31.6,175.3 
 06/01  16:50:00,31.4,198.9 
 06/01  17:00:00,31.2,230.5 
 06/01  17:10:00,30.6,225.1 
 06/01  17:20:00,31.2,152.2 
 06/01  17:30:00,30.3,95.6 
 06/01  17:40:00,30.0,82.7 
 06/01  17:50:00,29.9,69.2 
 06/01  18:00:00,29.9,58.88 
 06/01  18:10:00,29.8,41.65 
 06/01  18:20:00,29.5,31.21 
 06/01  18:30:00,27.6,29.58 
 06/01  18:40:00,26.9,21.71 
 06/01  18:50:00,26.9,19.41 
 06/01  19:00:00,26.8,6.533 
 06/01  19:10:00,25.1,0.0 
 06/01  19:20:00,24.6,0.0 
 06/01  19:30:00,24.2,0.0 
 06/01  19:40:00,24.0,0.0 
 06/01  19:50:00,24.2,0.0 
 06/01  20:00:00,24.6,0.0 
 06/01  20:10:00,25.0,0.0 
 06/01  20:20:00,25.4,0.0 
 06/01  20:30:00,25.5,0.0 
 06/01  20:40:00,25.3,0.0 
 06/01  20:50:00,25.4,0.0 
 06/01  21:00:00,25.0,0.0 
 06/01  21:10:00,24.7,0.0 
 06/01  21:20:00,24.9,0.0 
 06/01  21:30:00,24.6,0.0 
 06/01  21:40:00,23.3,0.0 
 06/01  21:50:00,22.5,0.0 
 06/01  22:00:00,21.9,0.0 
 06/01  22:10:00,21.6,0.0 
 06/01  22:20:00,21.2,0.0 
 06/01  22:30:00,21.3,0.0 
 06/01  22:40:00,21.4,0.0 
 06/01  22:50:00,21.6,0.0 
 06/01  23:00:00,21.6,0.0 
 06/01  23:10:00,21.6,0.0 
 06/01  23:20:00,21.6,0.0 
 06/01  23:30:00,21.7,0.0 
 06/01  23:40:00,21.8,0.0 
 06/01  23:50:00,21.9,0.0 
 06/01  24:00:00,21.9,0.0 
 06/02  00:10:00,21.9,0.0 
 06/02  00:20:00,21.5,0.0 
 06/02  00:30:00,20.3,0.0 
 06/02  00:40:00,20.0,0.0 
 06/02  00:50:00,20.0,0.0 
 06/02  01:00:00,20.0,0.0 
 06/02  01:10:00,19.9,0.0 
 06/02  01:20:00,19.9,0.0 
 06/02  01:30:00,20.0,0.0 
 06/02  01:40:00,20.1,0.0 
 06/02  01:50:00,20.2,0.0 
 06/02  02:00:00,20.3,0.0 
 06/02  02:10:00,20.4,0.0 
 06/02  02:20:00,20.4,0.0 
 06/02  02:30:00,20.3,0.0 
 06/02  02:40:00,20.2,0.0 
 06/02  02:50:00,20.1,0.0 
 06/02  03:00:00,20.0,0.0 
 06/02  03:10:00,20.0,0.0 
 06/02  03:20:00,20.0,0.0 
 06/02  03:30:00,19.9,0.0 
 06/02  03:40:00,19.8,0.0 
 06/02  03:50:00,19.9,0.0 
 06/02  04:00:00,19.9,0.0 
 06/02  04:10:00,19.9,0.0 
 06/02  04:20:00,19.8,0.0 
 06/02  04:30:00,19.8,0.0 
 06/02  04:40:00,19.6,0.0 
 06/02  04:50:00,19.5,0.0 
 06/02  05:00:00,19.4,0.0 
 06/02  05:10:00,19.3,0.0 
 06/02  05:20:00,19.2,0.0 
 06/02  05:30:00,19.2,0.0 
 06/02  05:40:00,19.2,0.0 
 06/02  05:50:00,19.3,0.0 
 06/02  06:00:00,19.3,0.0 
 06/02  06:10:00,19.3,0.195 
 06/02  06:20:00,19.3,3.492 
 06/02  06:30:00,19.4,12.14 
 06/02  06:40:00,19.5,42.86 
 06/02  06:50:00,19.5,41.3 
 06/02  07:00:00,19.7,49.98 
 06/02  07:10:00,19.9,51.64 
 06/02  07:20:00,20.1,87.9 
 06/02  07:30:00,20.4,115.0 
 06/02  07:40:00,21.0,113.2 
 06/02  07:50:00,21.4,126.0 
 06/02  08:00:00,21.9,158.9 
 06/02  08:10:00,22.1,182.9 
 06/02  08:20:00,22.2,217.5 
 06/02  08:30:00,22.5,198.9 
 06/02  08:40:00,21.9,156.0 
 06/02  08:50:00,21.7,187.2 
 06/02  09:00:00,21.9,254.5 
 06/02  09:10:00,22.9,300.8 
 06/02  09:20:00,23.0,242.6 
 06/02  09:30:00,22.8,239.6 
 06/02  09:40:00,23.1,178.6 
 06/02  09:50:00,24.0,174.0 
 06/02  10:00:00,24.6,163.5 
 06/02  10:10:00,24.7,182.5 
 06/02  10:20:00,24.4,195.1 
 06/02  10:30:00,24.8,145.8 
 06/02  10:40:00,25.5,169.7 
 06/02  10:50:00,24.9,156.9 
 06/02  11:00:00,25.4,190.2 
 06/02  11:10:00,25.9,279.9 
 06/02  11:20:00,25.9,319.5 
 06/02  11:30:00,25.3,376.9 
 06/02  11:40:00,25.6,421.7 
 06/02  11:50:00,26.3,493.1 
 06/02  12:00:00,26.3,425.7 
 06/02  12:10:00,26.1,478.3 
 06/02  12:20:00,26.5,494.4 
 06/02  12:30:00,27.7,472.0 
 06/02  12:40:00,28.4,439.1 
 06/02  12:50:00,28.1,434.2 
 06/02  13:00:00,28.3,467.7 
 06/02  13:10:00,28.1,443.0 
 06/02  13:20:00,27.9,492.7 
 06/02  13:30:00,28.0,543.6 
 06/02  13:40:00,28.6,541.9 
 06/02  13:50:00,29.0,504.4 
 06/02  14:00:00,28.7,486.4 
 06/02  14:10:00,28.9,496.5 
 06/02  14:20:00,28.9,501.1 
 06/02  14:30:00,28.9,465.8 
 06/02  14:40:00,28.9,414.9 
 06/02  14:50:00,29.0,413.0 
 06/02  15:00:00,28.8,391.0 
 06/02  15:10:00,29.2,387.6 
 06/02  15:20:00,29.1,377.4 
 06/02  15:30:00,29.3,371.3 
 06/02  15:40:00,29.2,350.0 
 06/02  15:50:00,29.4,344.2 
 06/02  16:00:00,30.1,325.3 
 06/02  16:10:00,30.2,330.7 
 06/02  16:20:00,30.0,298.3 
 06/02  16:30:00,29.2,268.1 
 06/02  16:40:00,29.3,243.2 
 06/02  16:50:00,29.4,222.8 
 06/02  17:00:00,29.2,197.8 
 06/02  17:10:00,29.6,172.7 
 06/02  17:20:00,29.0,134.9 
 06/02  17:30:00,28.7,88.2 
 06/02  17:40:00,28.5,57.51 
 06/02  17:50:00,28.4,45.26 
 06/02  18:00:00,28.5,39.53 
 06/02  18:10:00,28.4,37.25 
 06/02  18:20:00,28.3,36.53 
 06/02  18:30:00,28.3,32.07 
 06/02  18:40:00,28.2,29.13 
 06/02  18:50:00,28.2,24.19 
 06/02  19:00:00,28.2,17.32 
 06/02  19:10:00,28.1,0.0 
 06/02  19:20:00,28.0,0.0 
 06/02  19:30:00,28.0,0.0 
 06/02  19:40:00,27.8,0.0 
 06/02  19:50:00,27.8,0.0 
 06/02  20:00:00,27.6,0.0 
 06/02  20:10:00,27.4,0.0 
 06/02  20:20:00,27.4,0.0 
 06/02  20:30:00,27.2,0.0 
 06/02  20:40:00,26.9,0.0 
 06/02  20:50:00,26.9,0.0 
 06/02  21:00:00,26.9,0.0 
 06/02  21:10:00,26.8,0.0 
 06/02  21:20:00,26.5,0.0 
 06/02  21:30:00,26.2,0.0 
 06/02  21:40:00,26.3,0.0 
 06/02  21:50:00,26.3,0.0 
 06/02  22:00:00,25.8,0.0 
 06/02  22:10:00,25.3,0.0 
 06/02  22:20:00,25.0,0.0 
 06/02  22:30:00,24.8,0.0 
 06/02  22:40:00,24.6,0.0 
 06/02  22:50:00,24.4,0.0 
 06/02  23:00:00,24.1,0.0 
 06/02  23:10:00,23.5,0.0 
 06/02  23:20:00,23.5,0.0 
 06/02  23:30:00,23.5,0.0 
 06/02  23:40:00,23.5,0.0 
 06/02  23:50:00,23.1,0.0 
 06/02  24:00:00,22.4,0.0 
 06/03  00:10:00,22.2,0.0 
 06/03  00:20:00,21.9,0.0 
 06/03  00:30:00,21.8,0.0 
 06/03  00:40:00,21.7,0.0 
 06/03  00:50:00,21.6,0.0 
 06/03  01:00:00,21.6,0.0 
 06/03  01:10:00,21.5,0.0 
 06/03  01:20:00,21.3,0.0 
 06/03  01:30:00,21.4,0.0 
 06/03  01:40:00,21.5,0.0 
 06/03  01:50:00,21.4,0.0 
 06/03  02:00:00,21.4,0.0 
 06/03  02:10:00,21.3,0.0 
 06/03  02:20:00,21.4,0.0 
 06/03  02:30:00,21.3,0.0 
 06/03  02:40:00,21.2,0.0 
 06/03  02:50:00,21.0,0.0 
 06/03  03:00:00,21.1,0.0 
 06/03  03:10:00,21.0,0.0 
 06/03  03:20:00,21.0,0.0 
 06/03  03:30:00,21.0,0.0 
 06/03  03:40:00,20.9,0.0 
 06/03  03:50:00,21.0,0.0 
 06/03  04:00:00,21.0,0.0 
 06/03  04:10:00,20.9,0.0 
 06/03  04:20:00,20.9,0.0 
 06/03  04:30:00,20.7,0.0 
 06/03  04:40:00,20.3,0.0 
 06/03  04:50:00,20.2,0.0 
 06/03  05:00:00,20.2,0.0 
 06/03  05:10:00,20.0,0.0 
 06/03  05:20:00,20.0,0.0 
 06/03  05:30:00,20.0,0.0 
 06/03  05:40:00,19.9,0.0 
 06/03  05:50:00,19.7,0.0 
 06/03  06:00:00,19.6,0.0 
 06/03  06:10:00,19.7,0.0 
 06/03  06:20:00,19.6,1.781 
 06/03  06:30:00,19.6,7.554 
 06/03  06:40:00,19.7,15.96 
 06/03  06:50:00,20.1,27.38 
 06/03  07:00:00,20.8,33.95 
 06/03  07:10:00,20.6,38.6 
 06/03  07:20:00,21.5,42.37 
 06/03  07:30:00,22.4,47.98 
 06/03  07:40:00,22.2,51.82 
 06/03  07:50:00,22.6,53.97 
 06/03  08:00:00,23.7,56.16 
 06/03  08:10:00,23.5,58.41 
 06/03  08:20:00,24.1,63.47 
 06/03  08:30:00,23.6,69.54 
 06/03  08:40:00,23.6,73.59 
 06/03  08:50:00,23.1,77.69 
 06/03  09:00:00,23.5,89.4 
 06/03  09:10:00,24.2,108.4 
 06/03  09:20:00,24.0,134.6 
 06/03  09:30:00,24.4,136.3 
 06/03  09:40:00,24.4,171.6 
 06/03  09:50:00,25.1,156.8 
 06/03  10:00:00,25.5,160.7 
 06/03  10:10:00,25.5,150.9 
 06/03  10:20:00,26.2,191.9 
 06/03  10:30:00,25.9,196.4 
 06/03  10:40:00,25.1,206.7 
 06/03  10:50:00,25.9,219.7 
 06/03  11:00:00,26.2,215.3 
 06/03  11:10:00,25.8,218.1 
 06/03  11:20:00,25.8,244.2 
 06/03  11:30:00,26.1,263.1 
 06/03  11:40:00,26.5,287.5 
 06/03  11:50:00,25.8,328.7 
 06/03  12:00:00,27.1,379.0 
 06/03  12:10:00,27.0,483.6 
 06/03  12:20:00,27.4,452.2 
 06/03  12:30:00,28.6,336.9 
 06/03  12:40:00,28.5,369.0 
 06/03  12:50:00,28.5,469.8 
 06/03  13:00:00,28.8,479.1 
 06/03  13:10:00,28.4,433.4 
 06/03  13:20:00,28.7,471.8 
 06/03  13:30:00,29.8,548.3 
 06/03  13:40:00,29.8,537.9 
 06/03  13:50:00,29.7,439.9 
 06/03  14:00:00,30.0,356.3 
 06/03  14:10:00,29.8,320.3 
 06/03  14:20:00,28.7,256.2 
 06/03  14:30:00,29.7,298.5 
 06/03  14:40:00,28.9,356.6 
 06/03  14:50:00,29.5,400.7 
 06/03  15:00:00,29.2,375.7 
 06/03  15:10:00,29.5,395.2 
 06/03  15:20:00,29.6,371.9 
 06/03  15:30:00,28.9,353.3 
 06/03  15:40:00,29.1,296.8 
 06/03  15:50:00,30.2,336.9 
 06/03  16:00:00,30.1,391.5 
 06/03  16:10:00,30.5,340.9 
 06/03  16:20:00,30.6,272.3 
 06/03  16:30:00,30.8,211.9 
 06/03  16:40:00,29.5,220.8 
 06/03  16:50:00,29.4,222.3 
 06/03  17:00:00,29.1,215.8 
 06/03  17:10:00,29.1,145.3 
 06/03  17:20:00,29.0,94.0 
 06/03  17:30:00,28.5,60.32 
 06/03  17:40:00,27.2,38.56 
 06/03  17:50:00,26.7,34.79 
 06/03  18:00:00,26.2,29.5 
