Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep) 
 06/03  18:10:00,25.9,23.64 
 06/03  18:20:00,25.4,19.83 
 06/03  18:30:00,25.4,20.21 
 06/03  18:40:00,25.5,20.84 
 06/03  18:50:00,25.4,15.99 
 06/03  19:00:00,25.3,10.7 
 06/03  19:10:00,25.2,0.0 
 06/03  19:20:00,25.3,0.0 
 06/03  19:30:00,25.5,0.0 
 06/03  19:40:00,25.5,0.0 
 06/03  19:50:00,25.6,0.0 
 06/03  20:00:00,25.6,0.0 
 06/03  20:10:00,25.6,0.0 
 06/03  20:20:00,25.6,0.0 
 06/03  20:30:00,25.8,0.0 
 06/03  20:40:00,23.0,0.0 
 06/03  20:50:00,21.1,0.0 
 06/03  21:00:00,20.8,0.0 
 06/03  21:10:00,21.1,0.0 
 06/03  21:20:00,21.4,0.0 
 06/03  21:30:00,21.5,0.0 
 06/03  21:40:00,21.5,0.0 
 06/03  21:50:00,21.4,0.0 
 06/03  22:00:00,21.3,0.0 
 06/03  22:10:00,21.1,0.0 
 06/03  22:20:00,21.1,0.0 
 06/03  22:30:00,20.7,0.0 
 06/03  22:40:00,20.7,0.0 
 06/03  22:50:00,20.9,0.0 
 06/03  23:00:00,20.9,0.0 
 06/03  23:10:00,20.5,0.0 
 06/03  23:20:00,20.3,0.0 
 06/03  23:30:00,20.3,0.0 
 06/03  23:40:00,20.0,0.0 
 06/03  23:50:00,20.0,0.0 
 06/03  24:00:00,20.2,0.0 
 06/04  00:10:00,20.2,0.0 
 06/04  00:20:00,20.2,0.0 
 06/04  00:30:00,20.3,0.0 
 06/04  00:40:00,20.4,0.0 
 06/04  00:50:00,20.4,0.0 
 06/04  01:00:00,20.4,0.0 
 06/04  01:10:00,20.3,0.0 
 06/04  01:20:00,20.3,0.0 
 06/04  01:30:00,20.2,0.0 
 06/04  01:40:00,20.2,0.0 
 06/04  01:50:00,20.2,0.0 
 06/04  02:00:00,20.2,0.0 
 06/04  02:10:00,20.2,0.0 
 06/04  02:20:00,20.0,0.0 
 06/04  02:30:00,20.0,0.0 
 06/04  02:40:00,19.9,0.0 
 06/04  02:50:00,20.0,0.0 
 06/04  03:00:00,20.0,0.0 
 06/04  03:10:00,19.8,0.0 
 06/04  03:20:00,19.8,0.0 
 06/04  03:30:00,19.8,0.0 
 06/04  03:40:00,19.7,0.0 
 06/04  03:50:00,19.6,0.0 
 06/04  04:00:00,19.5,0.0 
 06/04  04:10:00,19.4,0.0 
 06/04  04:20:00,19.4,0.0 
 06/04  04:30:00,19.4,0.0 
 06/04  04:40:00,19.5,0.0 
 06/04  04:50:00,19.6,0.0 
 06/04  05:00:00,19.6,0.0 
 06/04  05:10:00,19.7,0.0 
 06/04  05:20:00,19.7,0.0 
 06/04  05:30:00,19.8,0.0 
 06/04  05:40:00,19.8,0.0 
 06/04  05:50:00,19.7,0.0 
 06/04  06:00:00,19.6,0.0 
 06/04  06:10:00,19.5,0.284 
 06/04  06:20:00,19.6,2.217 
 06/04  06:30:00,19.8,6.528 
 06/04  06:40:00,19.9,13.24 
 06/04  06:50:00,20.0,22.72 
 06/04  07:00:00,20.0,30.86 
 06/04  07:10:00,20.1,39.22 
 06/04  07:20:00,20.2,47.17 
 06/04  07:30:00,20.2,45.67 
 06/04  07:40:00,20.3,56.05 
 06/04  07:50:00,20.4,58.62 
 06/04  08:00:00,20.5,53.42 
 06/04  08:10:00,20.5,56.07 
 06/04  08:20:00,20.5,71.01 
 06/04  08:30:00,20.5,82.2 
 06/04  08:40:00,20.5,104.6 
 06/04  08:50:00,20.5,99.6 
 06/04  09:00:00,20.6,68.82 
 06/04  09:10:00,20.6,56.51 
 06/04  09:20:00,20.7,112.7 
 06/04  09:30:00,20.9,164.6 
 06/04  09:40:00,20.8,192.0 
 06/04  09:50:00,20.9,194.6 
 06/04  10:00:00,21.0,165.4 
 06/04  10:10:00,21.0,163.5 
 06/04  10:20:00,21.1,180.9 
 06/04  10:30:00,21.1,109.1 
 06/04  10:40:00,20.8,119.6 
 06/04  10:50:00,20.9,191.1 
 06/04  11:00:00,20.7,213.0 
 06/04  11:10:00,20.7,179.4 
 06/04  11:20:00,20.5,158.9 
 06/04  11:30:00,20.5,95.1 
 06/04  11:40:00,20.3,69.8 
 06/04  11:50:00,20.5,107.4 
 06/04  12:00:00,20.4,97.9 
 06/04  12:10:00,20.3,91.3 
 06/04  12:20:00,20.2,87.4 
 06/04  12:30:00,20.4,88.6 
 06/04  12:40:00,20.5,101.7 
 06/04  12:50:00,20.5,115.4 
 06/04  13:00:00,20.9,120.7 
 06/04  13:10:00,21.1,110.5 
 06/04  13:20:00,20.8,118.6 
 06/04  13:30:00,20.9,153.3 
 06/04  13:40:00,21.1,212.8 
 06/04  13:50:00,21.6,284.4 
 06/04  14:00:00,21.8,307.4 
 06/04  14:10:00,21.7,320.1 
 06/04  14:20:00,22.3,399.3 
 06/04  14:30:00,22.4,436.4 
 06/04  14:40:00,22.7,392.3 
 06/04  14:50:00,22.9,361.6 
 06/04  15:00:00,23.2,327.0 
 06/04  15:10:00,23.2,289.0 
 06/04  15:20:00,23.2,252.9 
 06/04  15:30:00,23.6,267.2 
 06/04  15:40:00,23.8,281.6 
 06/04  15:50:00,24.3,292.2 
 06/04  16:00:00,24.4,298.3 
 06/04  16:10:00,23.8,271.0 
 06/04  16:20:00,24.1,212.4 
 06/04  16:30:00,24.4,177.5 
 06/04  16:40:00,24.2,161.4 
 06/04  16:50:00,23.8,123.1 
 06/04  17:00:00,23.5,104.0 
 06/04  17:10:00,23.7,90.6 
 06/04  17:20:00,23.6,78.9 
 06/04  17:30:00,23.5,67.19 
 06/04  17:40:00,23.5,58.07 
 06/04  17:50:00,23.7,50.33 
 06/04  18:00:00,23.5,44.31 
 06/04  18:10:00,23.6,32.64 
 06/04  18:20:00,23.5,24.78 
 06/04  18:30:00,23.5,17.8 
 06/04  18:40:00,23.5,11.71 
 06/04  18:50:00,23.2,9.35 
 06/04  19:00:00,22.7,5.911 
 06/04  19:10:00,22.2,0.0 
 06/04  19:20:00,22.2,0.0 
 06/04  19:30:00,22.2,0.0 
 06/04  19:40:00,21.5,0.0 
 06/04  19:50:00,20.2,0.0 
 06/04  20:00:00,19.4,0.0 
 06/04  20:10:00,19.2,0.0 
 06/04  20:20:00,19.1,0.0 
 06/04  20:30:00,19.1,0.0 
 06/04  20:40:00,19.1,0.0 
 06/04  20:50:00,19.2,0.0 
 06/04  21:00:00,19.2,0.0 
 06/04  21:10:00,19.1,0.0 
 06/04  21:20:00,19.1,0.0 
 06/04  21:30:00,19.1,0.0 
 06/04  21:40:00,19.1,0.0 
 06/04  21:50:00,19.2,0.0 
 06/04  22:00:00,19.3,0.0 
 06/04  22:10:00,19.4,0.0 
 06/04  22:20:00,19.4,0.0 
 06/04  22:30:00,19.4,0.0 
 06/04  22:40:00,19.4,0.0 
 06/04  22:50:00,19.5,0.0 
 06/04  23:00:00,19.5,0.0 
 06/04  23:10:00,19.5,0.0 
 06/04  23:20:00,19.5,0.0 
 06/04  23:30:00,19.6,0.0 
 06/04  23:40:00,19.4,0.0 
 06/04  23:50:00,19.3,0.0 
 06/04  24:00:00,19.3,0.0 
 06/05  00:10:00,19.2,0.0 
 06/05  00:20:00,19.2,0.0 
 06/05  00:30:00,19.2,0.0 
 06/05  00:40:00,19.2,0.0 
 06/05  00:50:00,19.3,0.0 
 06/05  01:00:00,19.4,0.0 
 06/05  01:10:00,19.4,0.0 
 06/05  01:20:00,19.4,0.0 
 06/05  01:30:00,19.4,0.0 
 06/05  01:40:00,19.4,0.0 
 06/05  01:50:00,19.5,0.0 
 06/05  02:00:00,19.6,0.0 
 06/05  02:10:00,19.6,0.0 
 06/05  02:20:00,19.6,0.0 
 06/05  02:30:00,19.6,0.0 
 06/05  02:40:00,19.6,0.0 
 06/05  02:50:00,19.6,0.0 
 06/05  03:00:00,19.5,0.0 
 06/05  03:10:00,19.5,0.0 
 06/05  03:20:00,19.5,0.0 
 06/05  03:30:00,19.6,0.0 
 06/05  03:40:00,19.6,0.0 
 06/05  03:50:00,19.7,0.0 
 06/05  04:00:00,19.7,0.0 
 06/05  04:10:00,19.7,0.0 
 06/05  04:20:00,19.7,0.0 
 06/05  04:30:00,19.8,0.0 
 06/05  04:40:00,19.8,0.0 
 06/05  04:50:00,19.8,0.0 
 06/05  05:00:00,19.8,0.0 
 06/05  05:10:00,19.6,0.0 
 06/05  05:20:00,19.6,0.0 
 06/05  05:30:00,19.5,0.0 
 06/05  05:40:00,19.5,0.0 
 06/05  05:50:00,19.5,0.0 
 06/05  06:00:00,19.4,0.0 
 06/05  06:10:00,19.3,0.113 
 06/05  06:20:00,19.1,0.594 
 06/05  06:30:00,19.1,1.221 
 06/05  06:40:00,19.1,3.752 
 06/05  06:50:00,19.1,7.955 
 06/05  07:00:00,19.2,8.74 
 06/05  07:10:00,19.2,11.23 
 06/05  07:20:00,19.2,13.53 
 06/05  07:30:00,19.2,16.5 
 06/05  07:40:00,19.2,23.52 
 06/05  07:50:00,19.1,30.18 
 06/05  08:00:00,19.3,54.74 
 06/05  08:10:00,19.3,78.14 
 06/05  08:20:00,19.5,75.98 
 06/05  08:30:00,19.7,76.0 
 06/05  08:40:00,19.8,96.3 
 06/05  08:50:00,20.1,109.5 
 06/05  09:00:00,20.1,113.8 
 06/05  09:10:00,20.2,112.7 
 06/05  09:20:00,20.5,114.3 
 06/05  09:30:00,20.8,177.8 
 06/05  09:40:00,21.1,184.2 
 06/05  09:50:00,21.1,149.4 
 06/05  10:00:00,21.1,157.4 
 06/05  10:10:00,21.4,111.6 
 06/05  10:20:00,21.1,133.5 
 06/05  10:30:00,21.2,135.9 
 06/05  10:40:00,21.3,133.2 
 06/05  10:50:00,21.7,150.1 
 06/05  11:00:00,22.0,314.0 
 06/05  11:10:00,22.1,458.6 
 06/05  11:20:00,22.8,428.6 
 06/05  11:30:00,23.3,453.9 
 06/05  11:40:00,23.5,439.9 
 06/05  11:50:00,24.1,474.2 
 06/05  12:00:00,24.4,474.9 
 06/05  12:10:00,24.5,392.4 
 06/05  12:20:00,24.8,410.2 
 06/05  12:30:00,25.5,347.9 
 06/05  12:40:00,25.7,306.7 
 06/05  12:50:00,25.1,405.2 
 06/05  13:00:00,25.1,329.0 
 06/05  13:10:00,25.4,310.4 
 06/05  13:20:00,25.5,377.4 
 06/05  13:30:00,26.9,362.7 
 06/05  13:40:00,26.8,327.2 
 06/05  13:50:00,27.1,283.7 
 06/05  14:00:00,26.9,295.8 
 06/05  14:10:00,26.1,352.4 
 06/05  14:20:00,26.5,373.3 
 06/05  14:30:00,26.1,310.0 
 06/05  14:40:00,26.0,303.4 
 06/05  14:50:00,27.2,220.5 
 06/05  15:00:00,28.0,219.2 
 06/05  15:10:00,28.3,224.6 
 06/05  15:20:00,28.9,249.3 
 06/05  15:30:00,27.4,161.1 
 06/05  15:40:00,26.8,137.3 
 06/05  15:50:00,26.6,164.4 
 06/05  16:00:00,26.5,172.7 
 06/05  16:10:00,26.5,137.0 
 06/05  16:20:00,26.1,110.8 
 06/05  16:30:00,25.9,94.6 
 06/05  16:40:00,25.0,121.3 
 06/05  16:50:00,24.9,123.7 
 06/05  17:00:00,24.8,111.9 
 06/05  17:10:00,24.5,96.9 
 06/05  17:20:00,24.4,73.81 
 06/05  17:30:00,24.3,51.76 
 06/05  17:40:00,24.4,40.84 
 06/05  17:50:00,24.6,37.67 
 06/05  18:00:00,24.4,36.86 
 06/05  18:10:00,24.3,34.85 
 06/05  18:20:00,24.2,36.68 
 06/05  18:30:00,24.2,30.05 
 06/05  18:40:00,24.2,20.58 
 06/05  18:50:00,24.3,14.13 
 06/05  19:00:00,24.5,8.71 
 06/05  19:10:00,24.1,0.0 
 06/05  19:20:00,23.7,0.0 
 06/05  19:30:00,23.2,0.0 
 06/05  19:40:00,23.2,0.0 
 06/05  19:50:00,23.0,0.0 
 06/05  20:00:00,22.9,0.0 
 06/05  20:10:00,22.9,0.0 
 06/05  20:20:00,22.9,0.0 
 06/05  20:30:00,23.0,0.0 
 06/05  20:40:00,23.0,0.0 
 06/05  20:50:00,22.9,0.0 
 06/05  21:00:00,22.9,0.0 
 06/05  21:10:00,22.7,0.0 
 06/05  21:20:00,22.6,0.0 
 06/05  21:30:00,22.7,0.0 
 06/05  21:40:00,22.5,0.0 
 06/05  21:50:00,21.9,0.0 
 06/05  22:00:00,22.1,0.0 
 06/05  22:10:00,22.0,0.0 
 06/05  22:20:00,21.7,0.0 
 06/05  22:30:00,21.6,0.0 
 06/05  22:40:00,21.6,0.0 
 06/05  22:50:00,21.6,0.0 
 06/05  23:00:00,21.8,0.0 
 06/05  23:10:00,22.0,0.0 
 06/05  23:20:00,22.1,0.0 
 06/05  23:30:00,22.0,0.0 
 06/05  23:40:00,21.8,0.0 
 06/05  23:50:00,21.9,0.0 
 06/05  24:00:00,21.9,0.0 
 06/06  00:10:00,21.9,0.0 
 06/06  00:20:00,21.8,0.0 
 06/06  00:30:00,21.7,0.0 
 06/06  00:40:00,21.5,0.0 
 06/06  00:50:00,21.4,0.0 
 06/06  01:00:00,21.3,0.0 
 06/06  01:10:00,21.3,0.0 
 06/06  01:20:00,21.4,0.0 
 06/06  01:30:00,21.5,0.0 
 06/06  01:40:00,21.5,0.0 
 06/06  01:50:00,21.4,0.0 
 06/06  02:00:00,21.4,0.0 
 06/06  02:10:00,21.4,0.0 
 06/06  02:20:00,21.5,0.0 
 06/06  02:30:00,21.5,0.0 
 06/06  02:40:00,21.4,0.0 
 06/06  02:50:00,21.2,0.0 
 06/06  03:00:00,21.1,0.0 
 06/06  03:10:00,21.2,0.0 
 06/06  03:20:00,21.1,0.0 
 06/06  03:30:00,21.0,0.0 
 06/06  03:40:00,20.9,0.0 
 06/06  03:50:00,21.1,0.0 
 06/06  04:00:00,21.3,0.0 
 06/06  04:10:00,21.4,0.0 
 06/06  04:20:00,21.4,0.0 
 06/06  04:30:00,21.4,0.0 
 06/06  04:40:00,21.4,0.0 
 06/06  04:50:00,21.3,0.0 
 06/06  05:00:00,21.0,0.0 
 06/06  05:10:00,20.9,0.0 
 06/06  05:20:00,21.1,0.0 
 06/06  05:30:00,21.1,0.0 
 06/06  05:40:00,21.1,0.0 
 06/06  05:50:00,21.1,0.0 
 06/06  06:00:00,21.0,0.0 
 06/06  06:10:00,21.0,0.001 
 06/06  06:20:00,20.9,0.808 
 06/06  06:30:00,20.9,3.825 
 06/06  06:40:00,20.9,8.65 
 06/06  06:50:00,21.0,18.05 
 06/06  07:00:00,21.1,32.16 
 06/06  07:10:00,21.2,53.23 
 06/06  07:20:00,21.4,78.83 
 06/06  07:30:00,21.8,107.2 
 06/06  07:40:00,21.8,129.6 
 06/06  07:50:00,22.2,140.3 
 06/06  08:00:00,22.5,141.2 
 06/06  08:10:00,22.6,122.1 
 06/06  08:20:00,22.6,113.5 
 06/06  08:30:00,22.5,118.5 
 06/06  08:40:00,22.7,128.6 
 06/06  08:50:00,22.8,146.0 
 06/06  09:00:00,22.9,182.0 
 06/06  09:10:00,23.0,236.9 
 06/06  09:20:00,23.3,305.9 
 06/06  09:30:00,24.0,366.3 
 06/06  09:40:00,24.0,319.4 
 06/06  09:50:00,24.2,359.3 
 06/06  10:00:00,24.5,350.1 
 06/06  10:10:00,24.4,306.1 
 06/06  10:20:00,24.5,353.6 
 06/06  10:30:00,25.0,408.9 
 06/06  10:40:00,25.9,409.2 
 06/06  10:50:00,25.8,357.5 
 06/06  11:00:00,25.3,337.0 
 06/06  11:10:00,25.3,306.5 
 06/06  11:20:00,25.5,284.4 
 06/06  11:30:00,26.0,251.3 
 06/06  11:40:00,26.8,186.4 
 06/06  11:50:00,26.7,180.7 
 06/06  12:00:00,27.6,174.8 
 06/06  12:10:00,28.0,190.0 
 06/06  12:20:00,28.0,226.8 
 06/06  12:30:00,28.9,225.1 
 06/06  12:40:00,29.4,204.1 
 06/06  12:50:00,28.8,253.4 
 06/06  13:00:00,28.5,285.8 
 06/06  13:10:00,29.3,305.4 
 06/06  13:20:00,28.9,336.8 
 06/06  13:30:00,28.8,296.7 
 06/06  13:40:00,29.6,269.2 
 06/06  13:50:00,29.5,313.7 
 06/06  14:00:00,29.7,320.7 
 06/06  14:10:00,30.2,346.0 
 06/06  14:20:00,28.8,247.8 
 06/06  14:30:00,26.8,171.1 
 06/06  14:40:00,26.3,190.6 
 06/06  14:50:00,25.8,148.7 
 06/06  15:00:00,25.1,120.8 
 06/06  15:10:00,25.2,159.9 
 06/06  15:20:00,25.5,212.5 
 06/06  15:30:00,25.9,247.8 
 06/06  15:40:00,27.0,289.2 
 06/06  15:50:00,27.1,310.2 
 06/06  16:00:00,27.4,258.7 
 06/06  16:10:00,27.7,232.1 
 06/06  16:20:00,28.0,229.3 
 06/06  16:30:00,28.1,276.6 
 06/06  16:40:00,27.8,278.9 
 06/06  16:50:00,28.2,216.6 
 06/06  17:00:00,28.2,218.6 
 06/06  17:10:00,29.0,209.7 
 06/06  17:20:00,28.4,219.5 
 06/06  17:30:00,29.0,224.9 
 06/06  17:40:00,29.2,217.2 
 06/06  17:50:00,29.7,215.0 
 06/06  18:00:00,30.5,215.5 
 06/06  18:10:00,30.1,200.2 
 06/06  18:20:00,29.5,157.8 
 06/06  18:30:00,29.0,111.3 
 06/06  18:40:00,28.4,89.2 
 06/06  18:50:00,28.1,74.23 
 06/06  19:00:00,27.9,41.69 
 06/06  19:10:00,27.6,0.0 
 06/06  19:20:00,27.6,0.0 
 06/06  19:30:00,27.5,0.0 
 06/06  19:40:00,27.1,0.0 
 06/06  19:50:00,26.8,0.0 
 06/06  20:00:00,26.5,0.0 
 06/06  20:10:00,26.4,0.0 
 06/06  20:20:00,26.0,0.0 
 06/06  20:30:00,25.5,0.0 
 06/06  20:40:00,25.1,0.0 
 06/06  20:50:00,24.8,0.0 
 06/06  21:00:00,24.9,0.0 
 06/06  21:10:00,24.9,0.0 
 06/06  21:20:00,24.7,0.0 
 06/06  21:30:00,24.7,0.0 
 06/06  21:40:00,25.0,0.0 
 06/06  21:50:00,24.6,0.0 
 06/06  22:00:00,24.4,0.0 
 06/06  22:10:00,24.5,0.0 
 06/06  22:20:00,25.1,0.0 
 06/06  22:30:00,25.6,0.0 
 06/06  22:40:00,25.8,0.0 
 06/06  22:50:00,25.7,0.0 
 06/06  23:00:00,25.6,0.0 
 06/06  23:10:00,25.6,0.0 
 06/06  23:20:00,25.5,0.0 
 06/06  23:30:00,25.5,0.0 
 06/06  23:40:00,25.5,0.0 
 06/06  23:50:00,25.7,0.0 
 06/06  24:00:00,25.6,0.0 
 06/07  00:10:00,25.8,0.0 
 06/07  00:20:00,25.9,0.0 
 06/07  00:30:00,25.6,0.0 
 06/07  00:40:00,25.2,0.0 
 06/07  00:50:00,24.9,0.0 
 06/07  01:00:00,24.5,0.0 
 06/07  01:10:00,24.5,0.0 
 06/07  01:20:00,24.0,0.0 
 06/07  01:30:00,24.1,0.0 
 06/07  01:40:00,24.0,0.0 
 06/07  01:50:00,23.9,0.0 
 06/07  02:00:00,23.6,0.0 
 06/07  02:10:00,23.6,0.0 
 06/07  02:20:00,23.4,0.0 
 06/07  02:30:00,23.2,0.0 
 06/07  02:40:00,23.2,0.0 
 06/07  02:50:00,23.2,0.0 
 06/07  03:00:00,23.0,0.0 
 06/07  03:10:00,22.9,0.0 
 06/07  03:20:00,23.0,0.0 
 06/07  03:30:00,22.9,0.0 
 06/07  03:40:00,22.9,0.0 
 06/07  03:50:00,22.9,0.0 
 06/07  04:00:00,22.8,0.0 
 06/07  04:10:00,22.5,0.0 
 06/07  04:20:00,22.6,0.0 
 06/07  04:30:00,22.5,0.0 
 06/07  04:40:00,22.4,0.0 
 06/07  04:50:00,22.2,0.0 
 06/07  05:00:00,22.1,0.0 
 06/07  05:10:00,22.1,0.0 
 06/07  05:20:00,21.9,0.0 
 06/07  05:30:00,22.0,0.0 
 06/07  05:40:00,22.0,0.0 
 06/07  05:50:00,21.9,0.0 
 06/07  06:00:00,21.7,0.0 
 06/07  06:10:00,21.7,0.021 
 06/07  06:20:00,21.6,1.261 
 06/07  06:30:00,21.4,7.224 
 06/07  06:40:00,21.5,16.88 
 06/07  06:50:00,21.7,30.74 
 06/07  07:00:00,21.7,45.14 
 06/07  07:10:00,21.5,50.65 
 06/07  07:20:00,21.7,47.68 
 06/07  07:30:00,22.0,48.51 
 06/07  07:40:00,22.2,53.73 
 06/07  07:50:00,22.4,62.39 
 06/07  08:00:00,22.5,66.28 
 06/07  08:10:00,22.5,68.09 
 06/07  08:20:00,22.6,79.95 
 06/07  08:30:00,22.7,107.3 
 06/07  08:40:00,23.5,138.0 
 06/07  08:50:00,24.0,169.1 
 06/07  09:00:00,24.5,216.4 
 06/07  09:10:00,24.5,259.9 
 06/07  09:20:00,24.6,314.7 
 06/07  09:30:00,24.7,357.9 
 06/07  09:40:00,25.0,337.6 
 06/07  09:50:00,26.2,296.6 
 06/07  10:00:00,26.3,321.8 
 06/07  10:10:00,26.5,347.4 
 06/07  10:20:00,26.8,321.3 
 06/07  10:30:00,26.7,322.1 
 06/07  10:40:00,27.6,307.0 
 06/07  10:50:00,27.7,211.9 
 06/07  11:00:00,28.3,173.4 
 06/07  11:10:00,28.2,156.8 
 06/07  11:20:00,29.0,155.4 
 06/07  11:30:00,29.8,159.1 
 06/07  11:40:00,29.9,168.7 
 06/07  11:50:00,29.5,184.5 
 06/07  12:00:00,29.0,252.4 
 06/07  12:10:00,29.0,389.3 
 06/07  12:20:00,29.4,487.0 
 06/07  12:30:00,29.8,455.8 
 06/07  12:40:00,30.1,371.8 
 06/07  12:50:00,30.1,504.5 
 06/07  13:00:00,30.0,444.1 
 06/07  13:10:00,30.9,403.2 
 06/07  13:20:00,31.4,364.7 
 06/07  13:30:00,30.2,331.6 
 06/07  13:40:00,30.0,387.5 
 06/07  13:50:00,30.1,440.4 
 06/07  14:00:00,30.3,427.4 
 06/07  14:10:00,29.9,301.9 
 06/07  14:20:00,29.4,276.8 
 06/07  14:30:00,29.6,267.8 
 06/07  14:40:00,30.2,264.6 
 06/07  14:50:00,30.6,273.3 
 06/07  15:00:00,31.0,316.7 
 06/07  15:10:00,30.4,312.0 
 06/07  15:20:00,29.5,276.8 
 06/07  15:30:00,31.3,303.2 
 06/07  15:40:00,30.6,278.0 
 06/07  15:50:00,30.4,235.2 
 06/07  16:00:00,30.0,165.3 
 06/07  16:10:00,29.2,140.6 
 06/07  16:20:00,29.1,137.7 
 06/07  16:30:00,29.5,132.9 
 06/07  16:40:00,29.6,124.0 
 06/07  16:50:00,28.6,108.8 
 06/07  17:00:00,27.8,59.38 
 06/07  17:10:00,27.5,27.48 
 06/07  17:20:00,26.9,21.67 
 06/07  17:30:00,25.6,20.02 
 06/07  17:40:00,24.4,6.117 
 06/07  17:50:00,23.5,0.81 
 06/07  18:00:00,23.0,0.041 
 06/07  18:10:00,22.2,0.037 
 06/07  18:20:00,22.0,0.618 
 06/07  18:30:00,21.9,0.866 
 06/07  18:40:00,21.5,1.036 
 06/07  18:50:00,21.5,0.697 
 06/07  19:00:00,22.0,0.173 
 06/07  19:10:00,22.2,0.0 
 06/07  19:20:00,22.0,0.0 
 06/07  19:30:00,21.3,0.0 
 06/07  19:40:00,21.2,0.0 
 06/07  19:50:00,20.9,0.0 
 06/07  20:00:00,20.4,0.0 
 06/07  20:10:00,20.4,0.0 
 06/07  20:20:00,20.7,0.0 
 06/07  20:30:00,20.8,0.0 
 06/07  20:40:00,20.9,0.0 
 06/07  20:50:00,20.8,0.0 
 06/07  21:00:00,20.5,0.0 
 06/07  21:10:00,20.5,0.0 
 06/07  21:20:00,20.7,0.0 
 06/07  21:30:00,20.5,0.0 
 06/07  21:40:00,20.6,0.0 
 06/07  21:50:00,20.8,0.0 
 06/07  22:00:00,20.9,0.0 
 06/07  22:10:00,20.7,0.0 
 06/07  22:20:00,20.3,0.0 
 06/07  22:30:00,20.2,0.0 
 06/07  22:40:00,20.0,0.0 
 06/07  22:50:00,20.0,0.0 
 06/07  23:00:00,19.8,0.0 
 06/07  23:10:00,19.9,0.0 
 06/07  23:20:00,19.7,0.0 
 06/07  23:30:00,19.7,0.0 
 06/07  23:40:00,19.8,0.0 
 06/07  23:50:00,19.9,0.0 
 06/07  24:00:00,19.8,0.0 
 06/08  00:10:00,19.8,0.0 
 06/08  00:20:00,19.9,0.0 
 06/08  00:30:00,19.9,0.0 
 06/08  00:40:00,20.0,0.0 
 06/08  00:50:00,20.0,0.0 
 06/08  01:00:00,20.0,0.0 
 06/08  01:10:00,20.0,0.0 
 06/08  01:20:00,20.0,0.0 
 06/08  01:30:00,20.0,0.0 
 06/08  01:40:00,20.0,0.0 
 06/08  01:50:00,19.8,0.0 
 06/08  02:00:00,19.7,0.0 
 06/08  02:10:00,19.6,0.0 
 06/08  02:20:00,19.4,0.0 
 06/08  02:30:00,19.5,0.0 
 06/08  02:40:00,19.6,0.0 
 06/08  02:50:00,19.5,0.0 
 06/08  03:00:00,19.6,0.0 
 06/08  03:10:00,19.6,0.0 
 06/08  03:20:00,19.5,0.0 
 06/08  03:30:00,19.2,0.0 
 06/08  03:40:00,19.2,0.0 
 06/08  03:50:00,19.1,0.0 
 06/08  04:00:00,18.9,0.0 
 06/08  04:10:00,18.7,0.0 
 06/08  04:20:00,18.4,0.0 
 06/08  04:30:00,18.4,0.0 
 06/08  04:40:00,18.3,0.0 
 06/08  04:50:00,18.3,0.0 
 06/08  05:00:00,18.3,0.0 
 06/08  05:10:00,18.4,0.0 
 06/08  05:20:00,18.1,0.0 
 06/08  05:30:00,18.1,0.0 
 06/08  05:40:00,18.3,0.0 
 06/08  05:50:00,18.0,0.0 
 06/08  06:00:00,17.8,0.0 
 06/08  06:10:00,17.8,0.26 
 06/08  06:20:00,17.8,4.158 
 06/08  06:30:00,18.0,10.63 
 06/08  06:40:00,18.1,18.24 
 06/08  06:50:00,18.6,23.06 
 06/08  07:00:00,18.7,29.97 
 06/08  07:10:00,18.5,38.51 
 06/08  07:20:00,18.9,43.43 
 06/08  07:30:00,20.0,44.57 
 06/08  07:40:00,20.0,45.9 
 06/08  07:50:00,20.9,47.98 
 06/08  08:00:00,22.0,51.96 
 06/08  08:10:00,22.8,55.38 
 06/08  08:20:00,21.2,60.72 
 06/08  08:30:00,21.0,65.47 
 06/08  08:40:00,21.7,70.05 
 06/08  08:50:00,21.8,73.11 
 06/08  09:00:00,21.9,79.51 
 06/08  09:10:00,22.5,87.7 
 06/08  09:20:00,23.2,92.9 
 06/08  09:30:00,23.9,97.8 
 06/08  09:40:00,23.5,97.5 
 06/08  09:50:00,24.0,98.8 
 06/08  10:00:00,24.9,100.9 
 06/08  10:10:00,25.5,103.1 
 06/08  10:20:00,25.4,107.7 
 06/08  10:30:00,26.0,118.2 
 06/08  10:40:00,25.0,114.5 
 06/08  10:50:00,25.8,111.8 
 06/08  11:00:00,26.6,115.7 
 06/08  11:10:00,26.9,116.0 
 06/08  11:20:00,27.2,112.2 
 06/08  11:30:00,27.9,113.6 
 06/08  11:40:00,28.1,115.9 
 06/08  11:50:00,28.1,113.3 
 06/08  12:00:00,27.9,112.2 
 06/08  12:10:00,27.8,115.4 
 06/08  12:20:00,28.6,117.3 
 06/08  12:30:00,28.8,117.9 
 06/08  12:40:00,28.7,122.3 
 06/08  12:50:00,29.0,126.1 
 06/08  13:00:00,29.4,124.1 
 06/08  13:10:00,29.7,123.4 
 06/08  13:20:00,29.3,119.2 
 06/08  13:30:00,29.4,119.2 
 06/08  13:40:00,29.8,118.7 
 06/08  13:50:00,29.9,122.8 
 06/08  14:00:00,30.1,127.0 
